time_s,vx_ms,vy_ms,vertical_speed_ms,pitch_deg,roll_deg,power_w,rpm
2658.041025,-3.063857,-5.002769,-0.064218,-19.43,9.54,773.687,2148.095238
2658.793656,-4.841498,-2.996532,0.1764,-17.86,14.86,803.628,2173.333333
2659.546286,-7.257461,-1.263629,0.18466,-16.77,15.63,947.04,2299.047619
2660.298917,-8.922733,-0.175971,0.204512,-14.38,14.65,957.3,2338.571429
2661.001373,-10.191762,0.369756,0.144309,-10.38,12.9,994.381,2310.952381
2661.754003,-10.91534,0.480322,0.148223,-8.56,9.4,995.58,2287.142857
2662.506634,-11.19568,0.476685,0.100296,-7.5,6.82,894.502,2206.190476
2663.259265,-11.215524,0.562341,0.139471,-6.71,6.17,809.392,2122.142857
2664.011896,-11.095958,0.569621,0.1445,-7.06,7.44,609.884,2072.857143
2664.764526,-11.061141,0.456039,0.030187,-2.84,7.86,894.715,2096.666667
2665.517157,-10.984683,0.170026,-0.133138,-4.35,7.37,505.086,1858.333333
2666.269788,-11.063686,0.084027,-0.068186,-4.03,10.61,483.596,1812.857143
2667.674699,-11.000005,0.088988,-0.032322,-2.9,10.56,895.57,2170.238095
2671.738905,-2.089269,0.831656,-0.162166,-11.06,0.32,492.601,1948.095238
2672.290834,-1.294188,0.620724,-0.047415,-7.94,-3.36,737.733,2116.428571
2673.043465,-0.412045,-0.098118,0.131661,-3.93,-2.34,739.617,2263.571429
2673.796096,-0.318507,-0.200274,0.141755,-2.64,0.23,818.834,2260.714286
2674.548727,-0.21532,-0.247936,0.090926,-2.7,-1.81,851.488,2126.904762
2675.251182,-0.066048,-0.21287,0.019587,-6.93,-3.27,802.012,2149.285714
2676.003813,0.349296,0.107886,0.422205,-7.72,-2.96,815.878,2191.428571
2676.756443,0.377087,0.177295,0.49838,-4.29,-1.59,905.25,2238.809524
2677.509074,0.156379,-0.019922,0.518395,-3.26,-0.17,817.598,2376.190476
2678.261705,-0.001939,-0.066789,0.497943,-5.29,-1.87,689.069,2080.714286
2679.014336,0.035672,0.031819,0.16859,-5.15,-0.85,667.564,2162.857143
2679.766967,-0.086905,-0.001338,0.011861,-4.72,-1.26,700.992,2131.666667
2680.519597,-0.063294,-0.028804,0.107493,-4.49,-0.54,721.367,2052.857143
2681.272228,-0.084943,-0.073033,-0.024105,-5.3,-1.94,715.53,2161.666667
2682.024859,-0.002658,-0.056794,0.021466,-5.19,-1.58,785.334,2230.714286
2682.77749,0.08378,-0.044796,0.008071,-4.57,-0.48,779.929,2207.380952
2683.53012,-0.012721,0.026603,-0.050035,-4.28,0.39,768.03,2209.52381
2684.282751,-0.20183,0.040274,-0.066304,-2.39,1.67,705.33,2142.380952
2685.035382,-0.882368,-0.01331,-0.056903,-0.63,5.88,856.955,2202.380952
2685.788013,-1.99456,-0.039131,-0.059799,0.3,10.46,782.526,2183.571429
2686.540644,-3.808499,-0.002802,-0.13441,1.87,16.17,770.658,2172.619048
2687.293274,-5.988251,0.060903,-0.283478,2.55,20.27,809.82,2157.619048
2688.045905,-8.179872,0.169266,-0.237938,2.67,16.7,839.873,2122.380952
2688.798536,-9.524983,0.137783,-0.287401,2.22,15.68,871.899,2190.952381
2689.500991,-10.513877,0.158482,-0.43535,0.92,14.69,833.309,2201.190476
2690.253622,-11.279586,0.031782,-0.376716,-1.98,9.14,620.293,2105.238095
2691.006253,-11.174497,0.159549,-0.38385,-2.51,9.22,567.501,2016.666667
2691.758884,-11.238671,0.177714,-0.330794,-2.21,7.46,644.831,2064.761905
2692.511514,-11.096744,0.190172,-0.165042,-3.03,6.91,721.338,2080.238095
2693.264145,-10.992965,0.225807,-0.150177,-3.38,5.93,666.384,2062.857143
2694.016776,-10.934077,0.199918,-0.141876,-3.19,7.59,722.984,2051.666667
2694.769407,-10.90067,0.130254,-0.130267,-4.23,7.42,589.471,2105
2695.522038,-10.851948,0.27164,-0.15482,-2.26,7.78,625.199,2012.142857
2696.324844,-10.406056,0.188134,-0.099136,-3.95,2.17,567.384,2033.333333
2697.027299,-9.528008,0.307692,-0.149712,-9.21,-1.55,665.136,2049.761905
2697.77993,-8.088799,0.973964,0.052553,-14.3,-6.69,575.957,1984.52381
2698.532561,-5.848407,2.334903,-0.016148,-20.73,-11.05,663.774,1957.619048
2699.285191,-3.6485,4.108419,0.207852,-24.88,-7.69,566.071,2009.52381
2700.037822,-1.971337,6.605479,0.189946,-26.84,-6.93,880.148,2150.952381
2700.790453,-0.744304,8.412044,0.225154,-23.53,-5.59,944.731,2249.52381
2701.543084,0.089138,9.833251,0.129956,-21.75,-1.99,1037.311,2322.857143
2702.295715,0.183566,10.584845,0.011579,-20.57,2.41,908.049,2290.238095
2703.048345,0.230399,11.157871,0.041367,-17.71,0.27,1033.67,2300
2703.750801,0.133239,11.290825,0.018055,-15.93,0.3,953.436,2185.47619
2704.503431,0.068451,11.267195,0.039174,-15.04,0.39,961.909,2224.761905
2705.256062,0.107143,11.150463,-0.072913,-14.31,0.78,744.099,2139.285714
2706.008693,0.042452,11.109544,-0.044384,-13.43,0.72,640.438,2066.428571
2706.761324,-0.008633,10.993043,-0.128071,-14.03,1.35,689.876,2035
2707.513955,-0.104752,10.990603,-0.088851,-15,0.05,658.254,2039.047619
2708.266585,-0.007169,10.945252,-0.011674,-15.56,1.36,842.431,2108.571429
2709.019216,-0.072828,10.906767,0.078972,-15.3,1.05,516.201,2030
2709.771847,-0.104544,10.967151,-0.023678,-14.54,1.49,671.45,2044.047619
2710.524478,-0.079169,10.803592,0.056216,-14.33,2.55,823.752,2074.761905
2711.277108,-0.082654,10.452539,0.023138,-9.67,-0.13,699.313,2049.047619
2712.029739,0.113364,9.262281,0.053549,-4,-6.29,799.941,2097.380952
2712.78237,1.029842,7.972341,-0.055694,1.23,-11.87,503.162,1952.857143
2713.535001,2.529663,5.393281,0.082124,5.93,-18.73,615.217,1955.238095
2714.287632,4.283022,3.335224,-0.015832,1.88,-22.32,416.998,1810.952381
2715.040262,6.857224,1.442165,0.145381,-2.69,-23.64,525.195,2054.52381
2715.792893,8.60862,0.481508,0.155229,-3.29,-20.87,782.74,2183.333333
2716.545524,10.082823,-0.167647,0.383385,-6.14,-18,974.732,2402.380952
2717.298155,10.91694,-0.154344,0.160042,-7.99,-15.4,1039.835,2351.904762
2718.00061,11.239683,-0.257642,-0.01446,-6.13,-9.65,743.833,2396.428571
2718.753241,11.230734,-0.181504,-0.091638,-7.3,-9.17,562.403,2100
2719.505872,11.134294,-0.129595,-0.007994,-7.83,-9.44,486.698,2021.666667
2720.258502,11.055341,-0.005534,0.194791,-6.73,-7.54,844.815,2067.619048
2721.011133,11.072378,-0.034543,-0.042981,-6.93,-7.66,802.194,2136.666667
2721.763764,10.863378,-0.099893,-0.143229,-7.86,-11.55,809.343,2292.619048
2722.516395,10.846271,-0.093813,0.026143,-7.87,-10.29,1027.751,2178.095238
2723.269025,10.861177,-0.153601,-0.246776,-9.85,-11.21,675.961,1943.333333
2724.021656,11.034706,-0.087041,0.103053,-8.49,-7.93,840.332,2213.571429
2724.774287,11.004479,-0.014715,-0.160124,-8.27,-6.46,861.231,2175.238095
2725.526918,10.881556,0.02866,-0.047927,-8.01,-7.23,743.052,2119.52381
2726.279549,10.825863,0.01397,-0.051187,-8.27,-9.71,890.157,2048.095238
2727.032179,10.863971,-0.063673,-0.005814,-8.35,-10.49,720.327,2171.904762
2727.78481,10.914418,-0.052984,0.12693,-7.97,-12.62,898.95,2272.857143
2728.537441,11.070567,0.027691,0.070079,-8.06,-11.87,850.391,2346.190476
2729.290072,11.086161,-0.102491,-0.108722,-9.02,-11.52,753.092,2126.190476
2730.042702,10.977034,-0.012637,-0.013323,-7.6,-10.71,586.742,2279.52381
2730.795333,11.033154,0.027972,-0.118549,-8.28,-9.26,1000.067,2108.333333
2731.547964,10.967366,-0.023666,0.101123,-8.88,-10.54,698.319,2107.857143
2732.250419,11.132255,0.004119,0.087961,-8.51,-10.06,913,2290
2733.00305,11.110639,-0.025927,0.018898,-8.39,-8.63,1119.107,2378.333333
2733.755681,10.934121,0.062105,0.12954,-6.83,-8.03,942.964,2314.285714
2734.508312,10.885069,0.080541,-0.078008,-5.42,-9.75,724.78,2160.714286
2735.260943,11.031645,-0.122288,-0.089566,-6.59,-10.22,976.843,2215
2736.013573,10.528256,-0.146275,-0.0178,-7.63,-2.52,662.125,2177.380952
2736.766204,9.604021,-0.085372,0.032704,-6.01,0.23,913.734,2117.380952
2737.518835,8.066133,0.056805,0.046846,-4.51,8.41,508.061,2180.47619
2738.271466,6.09494,0.061801,-0.027068,-2.04,14.69,680.857,2111.190476
2739.024096,3.459903,-0.025042,-0.027052,-0.86,13.51,441.748,1970.238095
2739.776727,1.510938,-0.363306,-0.052101,1.32,12.21,553.24,2026.666667
2740.529358,0.375758,-1.043202,-0.059524,3.51,2.56,572.65,2053.095238
2741.281989,-0.052417,-2.075834,0.037705,6.72,1.69,645.082,2162.857143
2742.034619,-0.257179,-3.907981,0.027708,13.4,-1.32,832.959,2106.428571
2742.78725,-0.260193,-5.975,0.017587,16.51,-2.74,775.825,2181.666667
2743.539881,-0.26167,-8.130446,-0.035088,15.08,-2.26,811.501,2270.714286
2744.292512,-0.277399,-9.548847,-0.035695,12.41,-2.38,829.957,2200.952381
2745.045143,-0.315609,-10.570682,-0.197795,9.63,-1.1,833.21,2197.142857
2745.797773,-0.447742,-10.97348,-0.181945,6.13,-2.03,742.088,2167.857143
2746.500229,-0.419085,-10.976681,-0.079291,5,-1.79,734.748,2143.571429
2747.25286,-0.403135,-11.037519,-0.08028,4.61,-1.59,762.112,2115.714286
2748.00549,-0.433671,-11.058538,-0.106184,3.75,-1.07,706.052,2110.952381
2748.758121,-0.430693,-10.965746,0.00776,3.85,-0.92,765.994,2152.380952
2749.510752,-0.473806,-10.960652,-0.030199,3.29,-1.09,699.713,2139.047619
2750.263383,-0.53068,-10.905865,-0.006878,3.27,-1.79,691.819,2133.571429
2751.016013,-0.528583,-10.843019,-0.038305,3.48,-0.51,791.7,2163.095238
2751.768644,-0.507854,-10.877533,0.027088,3.63,-1.33,769.572,2169.761905
2752.521275,-0.575576,-10.825324,0.088372,3.3,-1.77,773.62,2159.52381
2753.273906,-0.469097,-10.789405,0.013325,6.27,-1.3,745.076,2160.952381
2754.026537,-0.517511,-10.885091,0.099631,4.1,-0.97,612.703,2177.619048
2754.779167,-0.437287,-10.391295,0.16544,-1.71,-0.84,674.751,2098.095238
2755.531798,-0.739453,-9.167814,0.115584,-6.92,5.05,635.042,2138.333333
2756.284429,-1.424004,-7.745954,0.20893,-11.59,9.18,614.126,2009.52381
2757.03706,-2.902841,-5.368156,-0.084506,-16.19,19.48,730.287,2174.047619
2757.78969,-4.80455,-3.26572,-0.138945,-12.49,20.12,641.768,2223.809524
2758.542321,-7.140707,-1.368653,-0.001051,-11.58,20.9,781.109,2223.809524
2759.294952,-8.770995,-0.183356,-0.158241,-9.7,18.55,880.356,2364.047619
2760.047583,-10.19819,0.481386,-0.140329,-5.63,14.76,801.303,2215.952381
2760.750038,-10.952576,0.561779,-0.200829,-3.48,11.86,711.628,2181.666667
2761.502669,-11.163959,0.51938,-0.198337,-3.56,7.88,674.628,2141.428571
2762.2553,-11.21018,0.393175,-0.126409,-2.94,6.48,789.915,2029.761905
2763.00793,-11.244545,0.375774,-0.046883,-4.64,6.16,752.556,2040
2763.760561,-11.160751,0.355907,0.014299,-4.7,5.91,716.439,2134.285714
2764.513192,-10.968789,0.493733,0.146838,-3.85,5.22,734.812,2074.52381
2765.265823,-10.823552,0.420223,0.000783,-1.97,6.84,811.273,2093.809524
2766.018454,-10.919706,0.242118,-0.032102,-2.94,6.66,686.792,2048.809524
2766.771084,-10.876575,0.316299,-0.166759,-3.01,6.67,618.672,1938.095238
2767.523715,-10.869059,0.378942,-0.106001,-0.67,8.67,617.174,1995.714286
2768.276346,-10.87369,0.240941,-0.170554,-0.76,8.61,674.869,1975.47619
2769.028977,-10.887824,0.162698,-0.235231,-1.34,8.71,474.887,1950
2769.781607,-11.059954,0.144157,-0.176308,-2.87,9.81,552.42,1935.47619
2770.534238,-10.993982,0.302864,-0.068645,-3.04,6.27,709.249,1989.047619
2771.286869,-10.933179,0.350145,-0.115948,-1.13,6.99,827.533,1979.285714
2772.0395,-11.05057,0.13718,-0.014425,-4.21,5.93,736.569,2080.714286
2772.792131,-11.01683,0.202357,0.049066,-4.78,6.45,721.047,2078.809524
2773.594937,-10.999337,0.356796,0.249775,-3.49,6.05,754.749,2181.904762
2774.297392,-10.982235,0.359784,0.178889,-3.18,5.21,926.45,2208.571429
2775.050023,-10.895248,0.28752,0.17286,-4,6.04,815.746,2125.238095
2775.752478,-10.951945,0.303812,0.136791,-4.22,6.52,790.613,2135
2776.505109,-10.907811,0.327989,0.112258,-4.09,6.42,916.031,2104.52381
2777.25774,-10.9255,0.367695,0.059242,-4.07,6.82,792.957,2141.190476
2778.010371,-10.97481,0.302523,0.023765,-4.22,5.66,787.524,2122.857143
2778.763001,-10.655863,0.192102,0.086835,-5.2,0.47,877.412,2113.333333
2779.515632,-9.589485,0.449355,0.037357,-8.79,-3.96,778.241,2082.619048
2780.268263,-8.138438,1.136249,-0.02268,-12.34,-7.79,708.81,2022.142857
2781.020894,-5.965011,2.406769,-0.037797,-17.18,-12.56,704.835,2030.714286
2781.773524,-3.891999,4.056818,-0.040474,-22.55,-12.26,732.599,2043.095238
2782.526155,-2.082213,6.508984,-0.069493,-24.98,-11.56,897.092,2095.952381
2783.278786,-0.737088,8.377281,0.005666,-23.19,-8.71,1013.334,2251.904762
2784.031417,-0.038531,9.859491,-0.020575,-21.81,-5.3,877.046,2323.809524
2784.784048,0.109107,10.760426,-0.007116,-19.45,-2.02,866.78,2310.952381
2785.536678,0.208153,11.232238,0.04037,-14.53,-2.79,1067.426,2369.52381
2786.289309,0.118975,11.137516,0.053201,-14.62,-2.93,921.92,2348.333333
2787.04194,0.147879,11.194947,-0.111402,-15.01,-1.56,728.512,2211.904762
2787.794571,0.066872,11.241211,-0.141649,-12.81,-0.74,757.619,2135
2788.547201,-0.012878,11.008604,-0.097669,-14.4,-0.72,683.04,2054.52381
2789.400183,-0.17028,11.025929,-0.113361,-13.78,0.11,608.936,1964.761905
2790.152814,-0.125143,11.002602,0.076105,-13.24,-2.38,835.316,1930.952381
2790.754918,-0.085948,10.979515,-0.019043,-13.95,-2.01,965.671,2228.571429
2791.507549,-0.077031,11.025519,0.069064,-13.28,-2.2,851.092,2160.47619
2792.26018,-0.059005,10.932708,0.023385,-12.32,-1.66,789.912,2204.52381
2793.012811,-0.155159,10.832472,0.096061,-11.58,-1.94,714.463,2141.904762
2793.765442,-0.093629,10.396775,0.122728,-7.05,-2.03,779.244,2175
2794.518072,0.171991,9.235528,0.056694,-1.16,-6.72,755.591,2173.333333
2795.270703,1.020127,7.77244,-0.059438,2.63,-10.87,701.897,2109.761905
2796.023334,2.437698,5.538395,0.046029,7.49,-15.77,579.888,2013.809524
2796.775965,4.296892,3.319186,-0.042114,6.22,-20.2,655.377,2055
2797.528595,6.711668,1.582634,0.112287,1.68,-21.55,433.297,1945
2798.281226,8.503924,0.633777,0.116886,0.26,-19.18,805.572,2246.428571
2799.033857,10.028097,-0.054026,0.141838,-2.24,-17.4,851.424,2398.809524
2799.786488,10.743263,-0.154096,-0.002044,-3.82,-15.82,943.197,2398.095238
2800.539118,11.22629,-0.273857,-0.238206,-4.62,-11.64,927.838,2339.761905
2801.291749,11.220513,-0.248998,-0.08896,-6.09,-11.11,907.158,2207.380952
2802.04438,11.19134,-0.127263,-0.000895,-6.3,-10.56,885.797,2151.666667
2802.797011,11.158286,-0.113785,-0.065013,-6.22,-11.57,819.398,2210
2803.549642,11.099886,-0.048471,0.034241,-5.63,-10.56,758.88,2231.190476
2804.252097,11.074932,-0.084008,-0.08015,-6.07,-9.8,964.585,2257.380952
2805.004728,11.017824,-0.004479,0.02761,-6.67,-9.61,747.949,2219.047619
2805.757359,10.937008,0.011835,-0.004335,-7.07,-11.07,865,2209.047619
2806.509989,10.940675,0.017033,-0.096791,-6.01,-9.86,757.079,2159.52381
2807.26262,10.88375,0.023068,-0.06557,-5.97,-9.43,1087.64,2166.904762
2808.015251,10.828829,-0.072578,-0.06195,-5.53,-11.41,730.006,2096.428571
2808.767882,11.045101,0.004171,-0.048284,-5.05,-10.27,733.916,2175.952381
2809.520512,10.912464,-0.112828,-0.003379,-5.85,-9.99,868.282,2185.47619
2810.273143,10.901635,-0.105662,-0.056832,-6.65,-10.55,764.338,2222.619048
2811.025774,10.978175,0.051918,0.048801,-5.3,-10.67,849.417,2234.761905
2811.778405,11.063003,0.079809,0.048998,-5.39,-11.11,818.34,2246.428571
2812.531036,11.027756,0.018526,-0.023566,-5.72,-12.28,844.916,2262.380952
2813.283666,10.92686,-0.189337,-0.112913,-6.83,-11.65,710.137,2183.333333
2814.036297,11.088591,-0.012507,-0.015124,-6.75,-10.4,726.628,2068.571429
2814.788928,10.977161,0.02167,0.03434,-5.47,-10.52,994.994,2116.904762
2815.541559,10.901526,-0.086248,0.01937,-6.31,-10.99,774.866,2166.666667
2816.294189,11.037239,0.000554,0.032799,-5.99,-11.1,703.516,2202.142857
2817.04682,10.999827,-0.04931,-0.04472,-6.34,-10.45,898.726,2195.952381
2817.799451,10.869198,-0.008318,-0.058265,-6.02,-10.17,834.487,2195.238095
2818.501906,10.551707,0.013245,-0.001581,-6.85,-6.78,907.569,2185.714286
2819.254537,9.693746,0.040506,0.020607,-7.02,-1.19,884.766,2290
2820.007168,8.343392,0.021196,0.064257,-4.6,6,754.338,2070.714286
2820.759799,6.145043,-0.06143,0.059371,-3.81,14.41,563.264,1946.666667
2821.512429,3.546942,-0.031339,0.056628,-2.92,13.56,493.875,1890
2822.26506,1.662655,-0.24527,-0.085073,-0.66,11.12,536.459,2049.285714
2823.017691,0.247687,-0.924818,-0.063266,3.32,6.57,856.416,2207.619048
2823.770322,-0.131602,-2.030151,0.072398,8.03,1.71,702.59,2104.047619
2824.522953,-0.192616,-3.871881,0.000898,14.67,0.69,822.503,2301.428571
2825.275583,-0.27156,-5.993256,-0.06584,18.36,-0.17,803.408,2244.285714
2826.028214,-0.240223,-8.20704,-0.047616,13.85,-0.36,795.944,2166.904762
2826.780845,-0.218454,-9.374018,-0.138042,11.98,0.77,938.009,2246.904762
2827.533476,-0.348535,-10.398916,-0.334642,10.52,1.7,773.874,2219.285714
2828.286106,-0.421028,-10.929246,-0.181079,6.89,0.35,638.075,2106.666667
2829.038737,-0.469921,-11.023116,-0.133856,4.23,-0.58,730.744,2153.809524
2829.791368,-0.437452,-10.960946,-0.10108,4.39,-0.25,733.007,2179.047619
2830.543999,-0.423074,-10.908273,-0.02426,4.49,0.43,771.806,2190.952381
2831.29663,-0.497119,-10.911445,-0.031929,4.12,0.09,748.323,2177.142857
2832.04926,-0.584337,-10.942631,0.076397,3.19,0.19,720.426,2160
2832.751716,-0.459572,-10.972295,0.069351,3.07,-0.22,670.758,2156.666667
2833.504346,-0.466232,-10.827877,0.142015,3.08,0.44,556.03,2114.285714
2834.256977,-0.571765,-10.812248,0.07077,3.27,0.39,713.935,2189.285714
2835.009608,-0.538566,-10.855935,0.069463,4.13,-0.98,686.312,2185.952381
2835.762239,-0.532838,-10.975149,0.148412,3.29,0.2,560.876,2101.190476
2836.51487,-0.505442,-10.827716,0.152414,2.25,0.36,743.355,2209.52381
2837.2675,-0.51076,-10.339613,-0.006901,-2.38,-0.59,712.991,2167.142857
2838.020131,-0.713591,-9.289229,-0.048797,-7.5,3.75,674.812,2145.47619
2838.772762,-1.515385,-7.670569,-0.115935,-13.77,7.79,706.897,2150.714286
2839.525393,-2.740273,-5.554691,0.046542,-16.62,10.86,651.642,2122.619048
2840.278023,-4.34481,-3.513243,0.10065,-16.18,16.32,817.808,2197.619048
2841.030654,-6.835021,-1.545852,0.207904,-14.65,18.84,840.268,2275.47619
2841.783285,-8.601105,-0.331862,0.127404,-12.45,16.87,969.734,2332.380952
2842.535916,-10.141091,0.380364,0.00828,-8.06,14.98,890.799,2266.904762
2843.288547,-10.904577,0.548656,0.065618,-5.51,11.06,869.903,2201.666667
2844.041177,-11.22894,0.523316,-0.065125,-5.23,5.69,731.229,2082.142857
2844.793808,-11.177361,0.431262,-0.074541,-4.88,5.41,563.694,1987.142857
2845.546439,-11.16668,0.497317,-0.141945,-4,5.68,555.866,1979.047619
2846.29907,-11.092579,0.426559,-0.1973,-3.1,4.51,586.365,1916.190476
2847.001525,-11.054922,0.305891,-0.189217,-3.44,3.99,590.074,1948.095238
2847.754156,-10.892018,0.330976,-0.126133,-4.17,3.45,606.669,1954.52381
2848.506787,-10.847773,0.340828,-0.187007,-4.95,6.78,574.578,1952.380952
2849.359768,-10.960952,0.19824,-0.058509,-4.6,7.16,283.511,1852.380952
2850.012048,-10.908817,0.231271,-0.025745,-4.65,5.89,809.333,2011.428571
2850.764679,-10.913535,0.329941,0.016596,-3.36,8.33,715.517,2089.047619
2851.51731,-10.907736,0.300214,0.065512,-4.46,7.13,751.316,2083.333333
2852.269941,-11.020481,0.217077,0.017144,-3.79,7.36,671.23,2093.095238
2853.022571,-10.94485,0.327328,0.062758,-4.29,7.22,781.845,2117.142857
2853.775202,-10.974847,0.329025,-0.020547,-3.37,6.3,782.142,2069.285714
2854.527833,-10.9589,0.336909,-0.045634,-3.54,7.29,739.182,2110
2855.280464,-10.975529,0.317464,-0.119851,-3.32,7.85,682.992,2055.714286
2856.033094,-10.977466,0.29119,-0.058217,-2.96,7.39,625.794,2034.761905
2856.785725,-10.982905,0.281864,-0.067984,-3.9,7.53,621.158,2037.142857
2857.538356,-11.035887,0.239514,0.017208,-3.55,7.38,759.889,2062.857143
2858.290987,-11.079116,0.260733,0.049836,-4,5.97,888.528,2090.238095
2859.043618,-10.970818,0.396681,0.001635,-4.41,5.89,666.265,2075.714286
2859.796248,-10.934922,0.318616,0.030161,-2.74,6.97,607.09,2047.142857
2860.548879,-10.930511,0.289441,-0.033002,-4.81,6.58,650.595,2036.904762
2861.251334,-10.684505,0.244867,-0.021707,-4.57,2.65,619.068,2008.095238
2862.003965,-9.820152,0.411901,-0.016119,-6.71,-2.11,668.096,2072.142857
2862.756596,-8.344096,1.017762,-0.043782,-11.12,-6.93,671.372,2075.47619
2863.509227,-6.494046,1.999182,-0.054415,-16.46,-12.52,711.413,2054.047619
2864.261858,-3.968748,3.82759,0.060853,-22.25,-10.83,737.647,2059.285714
2865.014488,-2.252829,6.36862,0.087828,-25.87,-9.93,860.771,2130.952381
2865.767119,-0.972394,8.261919,0.090746,-22.72,-8.28,979.261,2230
2866.51975,0.006099,9.804772,0.213263,-21.27,-4.44,1037.488,2369.047619
2867.272381,0.092751,10.658722,0.130424,-19.43,-1.09,964.3,2344.285714
2868.025011,0.078258,11.18286,0.144201,-15.48,-2.75,807.691,2335.238095
2868.777642,0.143056,11.179397,0.107719,-14.4,-1.45,895.248,2265
2869.530273,0.151454,11.239676,0.087716,-14.88,-0.53,716.765,2240
2870.282904,0.142741,11.22028,0.005097,-13.88,-1.03,665.836,2181.190476
2871.035535,0.087423,11.142992,-0.018797,-13.81,-1.24,680.414,2170
2871.788165,-0.006657,11.062342,0.046613,-13.78,-0.48,785.246,2162.142857
2872.540796,-0.070909,10.963509,-0.003707,-13.14,-0.9,899.569,2173.095238
2873.293427,-0.090078,10.954787,0.039003,-12.39,-1.34,874.557,2193.095238
2874.046058,-0.070239,10.948844,0.079237,-13.13,-0.77,727.515,2188.809524
2874.798688,-0.037442,10.968473,-0.011561,-13.54,-1.27,787.054,2179.52381
2875.501144,-0.049993,10.869727,-0.144751,-13.55,-1.42,745.945,2140.238095
2876.253775,-0.056879,10.501858,0.077814,-7.28,-1.8,849.132,2130.47619
2877.006405,0.057642,9.560751,0.037259,-2.84,-4.53,741.676,2240.714286
2877.759036,0.814453,7.967834,-0.150705,3.07,-10.66,539.24,2080.714286
2878.511667,2.234193,5.64452,0.058986,8.93,-15.22,573.007,1926.190476
2879.264298,4.053013,3.552144,-0.041819,6.05,-20.16,664.852,2083.809524
2880.016928,6.543336,1.678797,0.111535,1.84,-22.6,570.497,2114.761905
2880.769559,8.356681,0.654935,0.1728,-0.14,-18.6,858.583,2309.047619
2881.52219,9.858153,0.059969,0.054484,-2.45,-18.24,966.227,2414.52381
2882.274821,10.755266,-0.125637,0.039704,-4.79,-16.63,817.096,2331.428571
2883.027452,11.177923,-0.264811,0.020659,-4.94,-11.37,942.961,2354.761905
2883.780082,11.208053,-0.208415,-0.077463,-6.34,-10.42,939.96,2312.857143
2884.532713,11.104271,-0.075743,-0.179787,-6.06,-11.03,725.673,2155.238095
2885.285344,11.194378,-0.109765,-0.09026,-6.06,-11.42,750.767,2156.428571
2886.037975,11.143628,-0.10456,-0.072758,-6.83,-10.1,809.009,2210
2886.790605,11.071997,0.000767,0.060759,-7.11,-9.74,956.207,2155.238095
2887.543236,10.927979,-0.050766,0.049847,-6.17,-9.44,752.665,2179.047619
2888.295867,10.946113,0.010338,-0.034629,-5.49,-9.75,846.194,2179.047619
2889.048498,10.885359,-0.008454,0.120657,-5.37,-9.5,580.427,2104.047619
2889.750953,10.901236,-0.040195,-0.093685,-5.57,-10.61,593.672,2122.142857
2890.503584,10.94283,-0.11916,-0.065541,-5.92,-10.66,633.564,2070.238095
2891.256215,10.96915,-0.058771,0.056951,-5.79,-10.37,977.989,2136.666667
2892.008846,10.970233,-0.11959,-0.019012,-6.37,-9.63,794.573,2135
2892.761476,10.972274,-0.04836,-0.05257,-6.26,-9.73,667.634,2042.142857
2893.514107,10.985941,-0.037767,0.040168,-5.35,-9.52,704.014,2026.190476
2894.266738,10.958225,0.06125,-0.009475,-4.6,-8.73,618.933,2060.47619
2895.019369,10.91037,-0.095993,-0.017007,-4.53,-9.6,635.025,2004.047619
2895.771999,10.882513,-0.153702,0.055205,-5.89,-10.23,876.463,2001.428571
2896.52463,10.869025,-0.027483,-0.040467,-5.53,-10.06,609.746,2129.52381
2897.277261,10.913413,-0.130598,-0.063372,-6.48,-10.29,648.931,2035.238095
2898.029892,10.968549,-0.108593,-0.001961,-6.16,-8.88,616.068,2009.52381
2898.782522,10.950044,-0.079103,0.180289,-4.67,-8.71,660.784,2055.952381
2899.535153,10.975155,-0.089601,0.023358,-6.19,-10.5,526.726,1955.714286
2900.287784,10.949251,-0.008408,0.031679,-6.65,-9.78,440.607,1975
2901.040415,10.445308,0.048207,0.156466,-5.08,-3.99,852.231,2032.380952
2901.793046,9.675017,-0.109561,-0.072957,-5.19,-0.76,867.537,2128.095238
2902.545676,8.221457,-0.12218,0.006631,-6.07,6.34,511.172,2013.333333
2903.298307,6.306287,0.039975,0.17474,-4.46,12.13,539.693,1991.428571
2904.050938,3.799977,-0.117391,-0.019835,-4.33,12.51,463.435,2014.285714
2904.753393,2.16058,-0.076879,-0.018115,-4.89,8.6,477.77,2006.666667
2905.506024,0.956121,-0.017596,0.043276,-5.14,6.31,717.181,2143.571429
2906.258655,0.049628,-0.029513,-0.060864,-5.57,3.88,798.74,2195.714286
2907.011286,-0.206053,0.02024,-0.057067,-4.85,-1.84,745.733,2206.904762
2907.763916,-0.041303,0.042041,-0.039509,-4.45,-2.12,752.573,2235.952381
2908.516547,-0.038697,0.032804,-0.058958,-4.99,-1.31,741.117,2237.380952
2909.269178,0.013863,0.044824,-0.039446,-5.11,-1.72,834.662,2228.333333
2910.021809,0.012781,0.080233,-0.089469,-4.99,-1.77,859.665,2232.380952
2910.77444,0.004979,0.094309,-0.042116,-4.68,-1.11,812.28,2230.714286
2911.52707,-0.004791,0.023011,-0.053334,-5.35,-1.2,869.642,2250.47619
