time_s,vx_ms,vy_ms,vertical_speed_ms,pitch_deg,roll_deg,power_w,rpm
2912.279701,0.06183,0.033326,-0.052622,-5.1,-0.19,840.966,2232.142857
2913.032332,0.053351,0.03933,-0.09041,-4.92,1.21,750.037,2186.190476
2913.784963,0.030766,0.060541,-0.135068,-4.56,1.76,799.178,2163.095238
2914.537593,0.013091,0.008993,-0.121449,-4.2,2.2,787.848,2132.380952
2915.290224,0.01068,-0.009245,-0.074454,-4.31,2.87,752.982,2101.666667
2916.042855,0.023606,-0.009163,0.025784,-3.6,3.12,791.752,2080.238095
2916.795486,-0.077018,-0.056269,0.015821,-3.96,1.62,824.406,2100.952381
2917.548117,0.026874,-0.54424,0.001292,-4.56,-2.76,805.435,2093.809524
2918.250572,0.117221,-1.390038,0.015071,-4.47,-6.27,810.498,2094.761905
2919.003203,0.247917,-2.631253,-0.020126,-4.37,-10.5,828.837,2102.380952
2919.755833,0.41982,-4.493266,-0.14264,-3.88,-13.71,806.328,2120.952381
2920.508464,0.550081,-5.909116,-0.148736,-4.08,-11.28,845.047,2150.952381
2921.261095,0.658664,-7.102797,-0.018637,-4.37,-8.58,822.132,2223.333333
2922.013726,0.65727,-7.792356,0.080836,-4.79,-5.23,811.178,2259.047619
2922.766357,0.712157,-7.896131,0.071408,-5.18,-3.46,774.997,2270.714286
2923.518987,0.721025,-7.961389,0.049636,-5.24,-3.65,720.818,2245.952381
2924.271618,0.747624,-8.058923,0.033537,-4.93,-2.65,815.182,2238.333333
2925.024249,0.759489,-8.003511,0.063026,-5.08,-2.41,710.626,2240.714286
2925.77688,0.713404,-7.990814,0.054986,-5.29,-2.53,795.131,2232.857143
2926.52951,0.696188,-7.941662,0.005183,-5.34,-2.17,735.859,2245.714286
2927.282141,0.730991,-7.945526,-0.040357,-4.86,-2.01,770.898,2237.619048
2928.034772,0.699989,-7.906272,-0.018275,-5.08,-2.54,702.33,2192.142857
2928.787403,0.666035,-7.882113,-0.00266,-4.58,-2.12,735.316,2185.714286
2929.540034,0.73003,-7.880294,0.019867,-5.5,-2.99,727.138,2206.666667
2930.292664,0.659238,-7.980721,-0.091583,-5.01,-3.3,574.06,2133.095238
2931.045295,0.749911,-7.929811,0.050467,-4.05,-0.99,567.263,2115
2931.797926,0.713356,-7.943216,0.029982,-5.11,-3.99,669.567,2123.095238
2932.500381,0.71234,-7.913465,0.060168,-4.6,0.68,493.065,2093.571429
2933.253012,0.551588,-7.17389,0.001665,-3.28,4.93,734.762,2169.761905
2934.005643,0.512871,-6.021441,0.014382,-5.42,11.3,657.806,2203.333333
2934.758274,0.385168,-4.01411,0.02751,-4.01,15.59,663.822,2127.619048
2935.510904,0.161497,-2.033198,-0.050578,-2.28,16.6,776.892,2175.238095
2936.263535,-0.43334,-0.625928,-0.208383,0.77,12.7,768.479,2150
2937.016166,-1.376119,0.008558,-0.149478,5.05,7.37,702.464,2087.857143
2937.768797,-2.559893,0.09028,-0.103041,7.92,4.86,690.298,2083.095238
2938.521427,-4.193505,0.078918,-0.231665,11.23,6.48,747.843,2146.190476
2939.274058,-5.524474,0.082827,-0.114682,9.95,5.74,773.133,2145.714286
2940.026689,-6.708148,0.097256,-0.017114,9.03,5.19,775.446,2211.190476
2940.77932,-7.411783,0.094316,-0.038248,7.06,5.74,756.293,2234.285714
2941.531951,-7.696466,0.128087,0.051252,2.23,3.66,616.869,2216.190476
2942.284581,-7.754722,0.114294,0.053393,2.92,3.75,705.02,2168.571429
2943.037212,-7.78185,0.15628,0.113057,1.72,4.8,663.144,2191.666667
2943.789843,-7.717295,0.233309,0.064099,2.67,4.98,710.296,2266.666667
2944.542474,-7.775856,0.239542,-0.004015,2.41,4.37,682.664,2214.761905
2945.295104,-7.802367,0.262183,0.044652,2.42,4.29,760.723,2222.857143
2946.047735,-7.766676,0.307261,0.017558,2.54,4.56,644.228,2221.428571
2946.750191,-7.852384,0.281619,0.005767,2.45,3.5,699.507,2225.952381
2947.502821,-7.834182,0.212735,0.011058,2.36,4.15,713.064,2219.285714
2948.255452,-7.787531,0.262982,-0.026743,2.76,4.22,709.111,2188.333333
2949.008083,-7.838836,0.203292,0.003377,2.6,3.82,678.532,2217.142857
2949.760714,-7.889274,0.217224,0.03331,3.21,4.02,822.833,2225.952381
2950.513345,-7.846146,0.216279,0.032519,2.99,3.36,773.302,2222.142857
2951.265975,-7.917281,0.23047,0.053732,3.18,3.99,703.382,2262.380952
2952.018606,-7.905548,0.268418,0.038964,3.72,3.46,737.812,2234.047619
2952.771237,-7.896875,0.310774,-0.013446,3.38,2.82,743.313,2220.952381
2953.523868,-7.941586,0.281629,0.009848,3.28,2.7,679.691,2239.047619
2954.276498,-7.934515,0.249383,-0.047944,3.12,2.93,678.784,2189.047619
2955.029129,-7.9855,0.281677,0.012132,3.23,3.2,703.265,2160.714286
2955.78176,-7.977927,0.252823,-0.008212,3.12,3.48,736.403,2174.285714
2956.534391,-7.967833,0.309456,0.002642,2.89,2.33,684.205,2209.047619
2957.287022,-8.001513,0.346342,-0.020097,2.6,1.47,690.147,2206.666667
2958.039652,-7.934632,0.2213,-0.074614,2.38,2.42,773.619,2179.761905
2958.792283,-7.917121,0.214923,-0.072341,2.78,2.95,747.077,2210.238095
2959.544914,-7.910077,0.269909,-0.111846,3.34,3.42,747.567,2204.52381
2960.297545,-7.952346,0.276992,-0.065194,2.62,3.05,771.276,2239.52381
2961,-7.927775,0.25502,-0.074617,2.81,2.93,727.539,2250.238095
2961.755034,-7.954556,0.225707,-0.089179,2.97,3.01,702.248,2226.190476
2962.510067,-7.949385,0.2355,-0.038187,2.74,3.38,683.013,2234.52381
2963.265101,-7.923938,0.239411,-0.073881,2.9,3.62,752.266,2240.952381
2964.020134,-7.935458,0.257965,0.005056,3.05,3.39,708.777,2245.238095
2964.775168,-7.951341,0.283118,-0.004691,2.95,3.08,792.176,2242.142857
2965.530201,-7.975921,0.227777,0.047544,2.3,2.21,733.007,2236.666667
2966.285235,-7.916956,0.255645,-0.052512,3.64,3.45,636.416,2229.285714
2967.040268,-7.997638,0.254054,0.203299,3.74,2.95,711.773,2152.857143
2967.795302,-8.168234,0.363327,-0.128103,2.52,1.71,596.081,2164.047619
2968.600671,-7.999744,0.239756,-0.06899,-2.09,1.2,459.634,1776.428571
2969.305369,-7.845199,0.144931,-0.147651,1.88,3.21,379.041,1897.380952
2970.010067,-7.80127,0.228412,-0.130808,1.92,2.45,546.15,1930.714286
2970.765101,-7.965649,0.17143,0.013904,3.95,3.1,563.415,2043.095238
2971.520134,-8.009163,0.218728,0.079587,3.06,3.2,550.319,2125.238095
2972.275168,-7.984384,0.20786,-0.029628,0.86,2.96,621.68,2149.285714
2973.030201,-7.248787,0.241877,0.107331,-4.65,3.74,726.701,2119.285714
2973.785235,-6.135196,0.182412,0.008361,-9.02,4.02,658.218,2225.238095
2974.540268,-4.306504,0.134214,0.002894,-14.82,3.77,628.789,2171.666667
2975.295302,-2.475909,0.175398,-0.070617,-15.63,3.94,773.015,2248.571429
2976,-0.99383,0.417206,-0.067398,-11.67,8.15,787.901,2268.095238
2976.755034,-0.120717,1.298724,-0.108564,-6.92,11.43,816.679,2214.52381
2977.510067,0.162538,2.680152,-0.099635,-4.29,16.16,885.372,2177.380952
2978.265101,0.193084,4.20101,0.024239,-3.35,17.52,928.466,2191.666667
2979.020134,0.200825,5.52736,0.000735,-3.12,15.23,893.466,2225.238095
2979.775168,0.244833,6.28139,-0.16844,-3.17,13.2,748.186,2157.142857
2980.530201,0.234995,6.765696,-0.132929,-3.02,10.56,717.918,2060.238095
2981.285235,0.190115,6.8543,-0.12213,-2.72,8.46,711.451,2124.52381
2982.040268,0.170048,6.395124,-0.048731,-3.66,3.12,685.409,2123.571429
2982.795302,0.266898,5.359951,-0.170758,-3.67,-2.84,602.852,2081.190476
2983.550336,0.125633,3.671536,-0.019587,-3.63,-7.72,628.13,2027.857143
2984.255034,0.159461,1.888566,0.0112,-5.44,-10.11,688.308,2006.904762
2985.010067,0.692321,0.567143,0.046326,-9.32,-1.32,531.196,1953.809524
2985.765101,1.563536,0.100537,0.129229,-13.03,1.5,665.816,2090.238095
2986.520134,3.011288,-0.078211,0.109791,-19.2,2.13,819.631,2115.952381
2987.275168,4.764991,-0.161008,0.217162,-20.61,2.59,685.217,2050.238095
2988.030201,6.361903,-0.263519,0.278868,-16.34,2.88,882.735,2115.238095
2988.785235,7.087337,-0.196526,0.178285,-15.48,3.59,926.101,2251.428571
2989.540268,7.622964,-0.174812,0.061682,-13.43,2.89,827.918,2143.095238
2990.295302,7.752287,-0.298452,-0.046716,-13.3,2.71,756.383,2088.571429
2991,8.002823,-0.300398,-0.120351,-12.57,1.4,488.812,2057.142857
2991.755034,8.016707,-0.366181,-0.015473,-10.74,3.34,731.946,2150.47619
2992.510067,7.857827,-0.257907,0.039431,-10.46,3.89,745.757,2120.714286
2993.265101,7.895636,-0.245922,-0.030247,-10.58,2.63,794.015,2138.809524
2994.020134,7.89318,-0.340686,0.027002,-10.29,2.51,771.874,2104.761905
2994.775168,7.865033,-0.334333,0.103312,-9.74,2.78,777.775,2112.857143
2995.530201,7.896871,-0.410039,0.074541,-10,4.14,775.474,2140.714286
2996.285235,7.855734,-0.284034,-0.023974,-10.47,4,727.177,2073.809524
2997.040268,7.895102,-0.296281,0.020281,-9.83,2.87,683.97,1962.619048
2997.795302,7.867557,-0.343072,0.071274,-10.48,3.02,646.92,2043.333333
2998.5,7.884873,-0.300945,-0.030055,-9.55,0.83,628.556,2042.380952
2999.255034,8.044115,-0.4208,-0.006094,-9.08,3.98,543.564,2002.142857
3000.010067,7.948575,-0.32281,0.058482,-9.39,4.04,353.52,2025.47619
3000.765101,7.974723,-0.300585,0.098853,-8.71,4.6,595.035,1986.190476
3001.520134,7.914664,-0.221281,0.065344,-8.15,3.23,640.642,1975.238095
3002.275168,7.793008,-0.2582,-0.046917,-9.61,0.95,507.317,1904.285714
3003.030201,7.907659,-0.434526,-0.017296,-9.63,0.55,626.214,1929.047619
3003.785235,8.109427,-0.386152,-0.133769,-8.05,2.92,549.471,2006.666667
3004.540268,7.908573,-0.272254,-0.125291,-8.89,1.93,328.006,1860
3005.295302,7.990349,-0.311965,0.041743,-8.99,1.07,469.745,1932.857143
3006,8.030457,-0.468171,-0.039681,-8.31,2.49,690.953,2125.47619
3006.755034,8.046234,-0.386566,-0.100304,-8.03,3.37,306.239,2010.238095
3007.661074,8.014578,-0.294044,0.008957,-7.44,2.86,459.058,1950.714286
3008.265101,7.908007,-0.32468,0.094925,-8.12,3.8,804.446,2044.52381
3009.020134,7.868179,-0.435139,0.018518,-10.11,5.32,660.86,2026.666667
3009.825503,7.94648,-0.276899,-0.013071,-9.79,5.36,488.622,1911.190476
3010.530201,7.923222,-0.253338,0.042525,-9.71,4.13,666.711,2048.571429
3011.285235,7.949945,-0.229569,-0.017309,-9.82,3.6,790.328,2093.333333
3012.040268,7.910949,-0.274684,0.023552,-9.95,3.59,682.069,2095.238095
3012.795302,7.987362,-0.268453,-0.011165,-10.06,3.15,720.918,2082.380952
3013.5,7.993525,-0.356343,-0.00825,-9.99,3.7,739.339,2089.285714
3014.255034,7.975116,-0.403561,-0.02548,-10.39,4.21,760.484,2148.571429
3015.010067,7.948987,-0.394018,-0.000999,-10.83,4.76,569.127,2085
3015.765101,7.950103,-0.38903,0.019528,-11.14,4.94,772.007,2131.190476
3016.520134,8.011942,-0.295613,0.063166,-11.31,4.2,820.114,2128.809524
3017.275168,8.014085,-0.294194,0.085414,-10.8,4.21,700.655,2120.238095
3018.030201,7.994226,-0.338637,0.012765,-10.74,5.71,930.736,2163.809524
3018.785235,7.944187,-0.201859,0.098331,-11.89,4.63,876.957,2137.619048
3019.540268,7.945563,-0.245989,0.026736,-12.43,2.74,648.364,2130.952381
3020.295302,8.023224,-0.301363,-0.125651,-12.68,3.46,674.425,2045
3021,7.871168,-0.274642,0.113259,-8.05,4.26,551.939,1998.095238
3021.755034,7.103217,-0.246587,-0.057844,-4.04,3.82,689.922,2073.571429
3022.510067,5.78949,-0.210273,0.076888,3.21,4.27,540.483,1943.809524
3023.265101,3.958198,-0.066466,0.029097,7.89,2.62,658.406,2028.809524
3024.020134,1.850159,-0.1031,0.067202,6.88,4.05,634.907,1997.857143
3024.775168,0.698739,0.284972,-0.033834,2.64,7.76,674.534,2030.952381
3025.530201,0.037491,1.361484,-0.026176,-0.95,12.28,718.81,2073.333333
3026.285235,-0.091987,2.76453,0.030955,-1.02,15.91,784.012,2069.285714
3027.040268,-0.25094,4.38992,0.022795,-0.68,14.96,856.362,2144.047619
3027.795302,-0.373642,5.377781,0.00294,-1.45,13.08,895.109,2204.761905
3028.5,-0.394269,6.050344,-0.018797,-2.38,11.16,828.583,2169.52381
3029.255034,-0.280746,6.408305,0.034647,-2.19,6.39,852.583,2166.190476
3030.010067,-0.366761,6.331212,-0.221071,-1.97,5.28,864.657,2157.619048
3030.765101,-0.375449,5.971877,-0.225595,-3.75,-0.03,646.198,1979.285714
3031.520134,-0.107287,4.617672,-0.188169,-4.46,-5.13,565.602,2004.52381
3032.275168,-0.046414,3.075357,-0.140708,-3.77,-9.7,553.052,2013.333333
3033.030201,-0.245136,1.199898,-0.202688,-0.03,-8.24,601.785,2034.761905
3033.785235,-0.933012,0.316643,-0.203294,4.65,-0.44,603.202,2043.333333
3034.540268,-2.175095,0.321354,-0.100024,9.92,2.35,732.01,2111.666667
3035.295302,-3.905481,0.315673,0.069609,15.6,1.97,771.07,2120.238095
3036,-5.693538,0.322497,0.120059,13.01,1.31,775.637,2241.190476
3036.755034,-7.016576,0.289665,0.221076,9.66,2.31,822.399,2310.952381
3037.510067,-7.818256,0.300225,0.247553,7.15,3.68,802.904,2300
3038.265101,-8.066331,0.299868,0.207744,4.16,2.9,704.638,2243.095238
3039.020134,-8.071717,0.344222,0.099797,3.94,3.47,757.082,2256.904762
3039.775168,-8.092072,0.316127,0.077225,2.96,2.83,781.613,2170.714286
3040.530201,-8.060793,0.394752,0.085542,2.92,2.26,739.279,2205.952381
3041.285235,-8.00237,0.29872,0.063778,3.12,3.12,700.423,2186.428571
3042.040268,-7.999769,0.313097,0.050172,2.99,2.65,680.046,2239.52381
3042.795302,-7.96148,0.289416,-0.068019,3.74,3.55,766.031,2205.952381
3043.5,-7.927097,0.297144,-0.002948,3.58,3.97,632.345,2191.428571
3044.255034,-7.974023,0.318091,0.034975,2.8,2.98,721.411,2182.142857
3045.010067,-7.934062,0.271916,-0.036822,3.02,3.47,749.554,2182.380952
3045.765101,-7.920293,0.291727,-0.06263,3.37,3.71,567.712,2171.666667
3046.520134,-7.926545,0.24838,-0.076066,3.51,4.23,679.663,2169.761905
3047.275168,-7.877766,0.296599,-0.121443,3.03,3.98,632.405,2198.809524
3048.030201,-7.965843,0.300188,-0.046852,3.07,3.49,719.97,2190.714286
3048.785235,-7.949958,0.315299,-0.036465,2.91,3.11,647.691,2193.333333
3049.540268,-7.937631,0.308144,-0.019566,2.99,2.99,690.468,2236.190476
3050.295302,-7.964233,0.279291,-0.027591,3.08,3.06,746.026,2263.809524
3051,-8.001777,0.305086,0.002673,2.77,3.76,698.437,2253.095238
3051.755034,-7.996252,0.337267,-0.066645,3.04,2.76,657.113,2272.857143
3052.510067,-7.986973,0.212211,0.010935,2.13,2.53,732.38,2224.047619
3053.265101,-7.957821,0.270824,-0.064855,2.65,3.33,818.054,2283.571429
3054.020134,-7.998155,0.272406,0.002144,2.58,3.38,669.761,2248.809524
3054.775168,-7.971635,0.337921,-0.146785,2.61,3.15,748.988,2242.619048
3055.530201,-8.008449,0.381479,-0.043093,2.09,3.62,607.738,2130.238095
3056.285235,-7.904093,0.266496,0.033842,1.61,2.82,717.528,2220.952381
3057.040268,-7.901527,0.351633,-0.025396,2.54,2.5,617.747,2128.095238
3057.795302,-7.941101,0.322542,-0.009374,2.83,1.52,608.515,2104.761905
3058.5,-8.054982,0.254869,-0.005391,2.72,2.11,574.056,2089.761905
3059.255034,-8.005743,0.293186,-0.117853,2.2,1.91,599.152,2125.714286
3060.010067,-8.018603,0.311664,-0.167489,2.22,1.97,627.352,2106.428571
3060.765101,-7.956865,0.257034,-0.046066,3.5,1.75,605.859,2109.52381
3061.520134,-7.998374,0.260859,0.034976,3.56,4.05,715.205,2119.285714
3062.275168,-7.985301,0.306366,0.120439,3.14,3.14,709.242,2104.52381
3063.030201,-7.968279,0.244639,0.114214,3.62,3.2,615.434,2114.047619
3063.785235,-7.969791,0.33153,0.13859,3.07,2.98,664.006,2130.238095
3064.540268,-7.941854,0.361754,0.257343,3.14,1.73,685.462,2134.285714
3065.345638,-7.987882,0.262067,0.042655,3.31,2.81,605.79,2167.142857
3066,-8.053987,0.253497,0.031112,1.87,2.36,394.571,2033.571429
3066.755034,-7.929197,0.219708,0.056746,2.17,2.47,573.494,2059.285714
3067.510067,-7.979384,0.289697,0.014569,3.15,3.52,546.935,2098.809524
3068.265101,-7.9036,0.250331,0.136756,1.45,2.14,619.913,2090.952381
3069.020134,-7.529587,0.29378,-0.014897,-3.38,2.28,755.634,2145.47619
3069.775168,-6.568977,0.205641,-0.090942,-7.06,3.44,537.281,2092.380952
3070.530201,-4.988437,0.234595,-0.117855,-12.96,2.77,699.653,2165.238095
3071.285235,-3.206624,0.104228,-0.090476,-14.55,1.89,674.115,2165.714286
3072.040268,-1.533193,0.052719,-0.078447,-12.07,2.38,766.235,2197.142857
3072.795302,-0.54325,0.073331,-0.071593,-10.66,1.58,871.895,2279.047619
3073.5,0.065405,-0.006494,-0.045749,-7.15,1.4,833.534,2175.952381
3074.255034,0.258375,0.01262,-0.043088,-3.95,2.14,810.739,2146.666667
3075.010067,0.243839,-0.059358,-0.104895,-4.28,0.02,745.362,2092.380952
3075.765101,0.25247,-0.122674,-0.062416,-4.19,2.78,648.25,2118.809524
3076.520134,0.244431,-0.069516,0.053341,-2.4,2.53,788.79,2093.333333
3077.275168,0.062373,0.04034,0.061682,-1.74,2.22,940.989,2162.142857
3078.030201,-0.038317,0.038733,-0.016198,-2.64,1.54,815.218,2157.380952
3078.785235,-0.083505,-0.005769,-0.000039,-3.27,1.54,814.116,2117.380952
3079.540268,-0.03644,0.035892,-0.025381,-3.26,2.06,819.794,2124.047619
3080.295302,-0.007191,-0.030677,-0.061845,-3.21,2.57,773.978,2104.285714
3081,-0.024415,0.011164,-0.061457,-3.48,2.7,706.687,2075.714286
3081.755034,-0.030239,0.00776,-0.084241,-3.97,2.42,816.733,2116.190476
3082.510067,0.029473,-0.013583,-0.005546,-3.92,2.42,741.381,2095.47619
3083.265101,0.050975,0.020568,-0.06265,-3.44,2.26,842.88,2118.095238
3084.020134,0.03868,-0.017836,-0.055131,-3.13,2.42,761.124,2105.238095
3084.775168,0.01367,0.041094,-0.096399,-3,2.55,732.831,2108.571429
3085.530201,-0.00249,-0.002037,-0.071412,-3.45,2.09,797.094,2111.904762
3086.285235,-0.013474,0.028995,-0.071809,-3.45,1.98,778.449,2093.571429
3087.040268,0.011254,0.047357,-0.057783,-3.04,1.72,731.847,2126.190476
3087.795302,0.006313,-0.001552,-0.015558,-3.25,1.57,827.847,2124.761905
3088.5,0.020725,-0.03999,-0.024642,-3.23,1.61,760.719,2133.571429
3089.255034,-0.012483,-0.038132,-0.001311,-3.76,1.95,728.754,2107.380952
3090.010067,0.016673,0.001135,-0.034674,-3.53,1.79,696.219,2087.380952
3090.765101,0.04358,-0.023481,-0.032988,-3.37,2.37,739.91,2075.952381
3091.520134,-0.028124,0.02725,0.034118,-3.86,1.71,655.154,2040.714286
3092.275168,0.04919,0.028529,0.005675,-3.55,2.33,676.179,2044.52381
3093.030201,0.028823,0.025163,0.024881,-3.42,2.48,691.414,2033.571429
3093.785235,-0.010136,-0.035576,0.019573,-3.91,1.5,692.526,2008.333333
3094.540268,0.045371,-0.015392,0.0191,-3.3,3.26,658.565,2001.904762
3095.295302,0.03342,-0.028186,0.002616,-3.56,3.3,743.694,2049.52381
3096,0.006384,0.051507,0.010423,-3.31,2.63,747.825,2036.428571
3096.755034,0.005051,0.005066,0.035968,-3.56,2.49,775.551,2070.714286
3097.510067,-0.029968,0.031398,0.073538,-3.54,3.07,754.797,2100
3098.265101,0.022679,-0.029108,0.022448,-3.98,2.6,739.455,2114.047619
3099.020134,0.022289,0.024541,0.020418,-3.6,2.62,694.488,2080
3099.775168,-0.010919,-0.054507,0.030184,-3.64,2.98,732.606,2084.761905
3100.530201,0.016268,0.042199,-0.032474,-3.73,2.66,732.204,2069.285714
3101.285235,-0.021037,0.052242,-0.028891,-4.4,2.59,690.266,2029.761905
3102.040268,0.040116,0.024785,0.038019,-5.03,2.02,764.211,2074.047619
3102.795302,0.023401,-0.039471,0.093984,-4.66,2.39,775.056,2073.571429
3103.5,0.025565,-0.020587,0.172852,-4.64,1.8,750.741,2090.714286
3104.255034,0.047393,-0.04082,0.039744,-4.99,1.69,794.8,2104.761905
3105.010067,0.05667,-0.014201,-0.01067,-4.24,3.3,711.741,2063.095238
3105.765101,-0.160889,-0.062098,0.040832,-2.62,1.56,807.062,2092.142857
3106.520134,-0.062523,-0.184765,0.022519,-7.32,-1.72,798.394,2107.619048
3107.275168,0.576089,-0.711791,-0.023249,-12.12,-3.05,797.776,2099.52381
3108.030201,2.127007,-1.44809,-0.048524,-17.99,-3.91,788.826,2119.761905
3108.785235,3.653522,-2.06328,-0.131033,-19.67,-3.67,720.013,2113.095238
3109.540268,5.225919,-2.73091,-0.051261,-19.76,-3.15,864.86,2179.52381
3110.295302,6.565466,-3.185404,0.014574,-19.72,-3.41,885.033,2207.380952
3111,7.724751,-3.52523,0.016614,-20.05,-2.81,789.562,2218.809524
3111.755034,8.96106,-3.910539,0.003887,-20.69,-3.37,833.436,2210.952381
3112.510067,10.217111,-4.440034,-0.050479,-21.33,-4.55,781.641,2230.714286
3113.265101,11.054502,-4.946795,0.018752,-20.96,-4.8,752.572,2106.904762
3114.020134,12.009904,-5.538543,0.264873,-20.3,-5.06,1001.839,2315.714286
3114.775168,12.590401,-5.874295,0.130635,-19.6,-4.33,930.386,2272.380952
3115.530201,13.260758,-6.262671,0.090455,-20.74,-4.91,1053.238,2443.095238
3116.285235,13.792564,-6.652756,0.186959,-21.16,-4.09,934.328,2415.238095
3117.040268,14.270049,-6.87496,0.159729,-20.42,-3.87,1167.887,2505.714286
3117.795302,14.38225,-7.082858,0.133655,-19.11,-4.4,1101.275,2476.666667
3118.5,14.257779,-7.213695,0.199899,-12.9,-2.42,994.901,2420.714286
3119.255034,13.10085,-7.04687,0.129422,-6.81,-0.26,1035.943,2418.571429
3120.010067,11.446327,-6.591075,-0.110897,-1.07,0.04,726.839,2262.619048
3120.865772,9.572475,-6.155581,-0.242238,2.61,2.31,401.598,2020.952381
3121.520134,7.706322,-5.470375,-0.045144,8.07,7.31,607.573,1983.333333
3122.275168,5.281826,-3.878013,-0.107565,15.49,13.37,559.39,2009.285714
3123.030201,1.945209,-1.846672,-0.081111,17.29,8.95,541.733,1955.47619
3123.785235,0.124883,-0.854451,-0.051885,6.43,7.48,719.827,2117.857143
3124.540268,-0.718876,-0.420495,0.037504,-0.05,3.32,830.816,2159.761905
3125.295302,-0.327752,-0.877082,0.028644,-7.3,-2.31,838.98,2187.619048
3126,0.151248,-1.435124,0.035424,-7.74,-1.65,770.75,2115
3126.755034,0.757682,-1.984891,0.039325,-8.93,-1.69,814.172,2105.714286
3127.510067,1.38444,-2.371075,0.016816,-4.56,0.28,839.668,2111.190476
3128.265101,0.86998,-2.123229,-0.044728,1.45,3.72,774.04,2112.619048
3129.020134,0.356548,-1.465968,-0.011946,-2.24,8.05,704.119,2088.095238
3129.775168,0.199804,-0.593776,-0.037091,-3.21,8.04,729.21,2111.428571
3130.530201,0.165998,0.270174,-0.017028,-3.32,8.82,719.911,2110.952381
3131.285235,0.108088,1.045475,0.037328,-2.89,9.8,811.7,2109.52381
3132.040268,0.049233,2.013782,0.007099,-2.37,9.96,858.946,2136.190476
3132.795302,-0.029922,2.669179,-0.006825,-1.87,9.09,821.668,2147.142857
3133.5,-0.335523,2.590241,-0.073084,-2.08,-0.12,870.356,2176.190476
3134.255034,-0.184253,1.597792,-0.133629,-7.97,-2.32,811.85,2112.380952
3135.010067,0.463791,0.870292,-0.109295,-9.35,-0.85,777.345,2092.857143
3135.765101,1.178185,0.323781,-0.052854,-9.25,-0.71,834.4,2141.190476
3136.520134,1.84304,-0.321934,-0.001927,-9.15,-1.68,872.073,2143.095238
3137.275168,2.367964,-0.79979,0.000412,-9.2,-1.86,737.215,2115.952381
3138.030201,2.910015,-1.313441,-0.003334,-8.85,-1.74,783.755,2121.666667
3138.785235,3.196909,-1.668131,-0.037082,-4.35,-0.67,798.96,2086.904762
3139.540268,2.427854,-1.575199,-0.135241,3.27,3.46,688.656,2065.47619
3140.295302,1.173649,-1.045138,-0.169332,7.24,8.79,670.453,2065
3141,-0.055498,-0.317826,-0.061931,3.74,5.07,639.084,2053.095238
3141.755034,-0.519531,-0.123644,-0.018512,-2.23,2.06,781.767,2096.666667
3142.510067,-0.185087,-0.111963,0.071905,-5.25,3.26,794.856,2147.142857
3143.265101,-0.005575,0.037227,0.082906,-4.13,3.86,807.207,2171.428571
3144.020134,0.109671,0.173228,0.024652,-3.12,2.47,777.94,2179.047619
3144.775168,0.059632,0.087293,-0.015298,-2.1,2.07,750.861,2115.714286
3145.530201,-0.070393,0.095934,-0.124434,-3.3,1.3,728.186,2091.428571
3146.285235,-0.008705,-0.046546,-0.033298,-3,2.31,732.653,2090.714286
3147.040268,-0.002519,0.022493,0.003059,-3.11,2.39,631.631,2036.428571
3147.795302,-0.050149,0.004463,-0.030826,-3.41,2.53,715.831,2153.809524
3148.5,0.003872,-0.044003,0.043277,-3.01,1.07,759.937,2093.571429
3149.255034,0.004045,-0.030198,-0.059023,-1.87,2.76,796.621,2114.047619
3150.010067,-0.051817,0.077477,-0.10795,-2.65,4.33,626.963,2123.095238
3150.765101,-0.009571,0.065826,-0.088865,-4.07,1.43,685.55,2039.047619
3151.520134,0.089402,-0.130076,-0.138677,-2.38,2.54,711.996,1986.190476
3152.275168,0.023103,-0.035611,-0.053308,-1.83,3.94,748.771,2021.428571
3153.030201,-0.036383,-0.032966,-0.086986,-1.63,3.37,748.135,2121.904762
3153.785235,-0.050183,-0.053023,-0.048586,-3.3,2.87,748.666,2105.238095
3154.540268,0.084071,-0.029691,-0.012331,-2.25,2.4,774.115,2130
3155.295302,-0.003616,-0.00561,-0.015839,-1.77,2.32,779.869,2122.857143
3156,-0.081471,-0.02737,0.00907,-2.95,2.95,777.899,2191.428571
3156.755034,-0.036431,-0.053184,0.031545,-4.48,3.54,753.183,2144.761905
3157.510067,0.055123,-0.023382,0.021721,-3.9,3.34,761.951,2113.333333
3158.265101,0.085994,0.00268,0.073555,-2.89,3.64,780.414,2116.190476
3159.020134,0.087693,-0.026577,0.108143,-2.62,2.61,853.857,2126.428571
3159.775168,-0.013846,-0.005545,0.069871,-2.41,3.06,835.553,2145.952381
3160.530201,-0.003762,-0.030033,0.046324,-2.91,2.64,812.362,2164.285714
3161.285235,0.022508,-0.044203,0.030019,-2.77,2.74,846.314,2160.952381
3162.040268,0.002001,0.018064,-0.066173,-3.01,3.05,794.202,2120.47619
3162.795302,0.018425,-0.014195,-0.089849,-2.86,2.83,714.161,2111.904762
3163.5,0.038612,-0.024314,-0.075068,-2.4,2.78,762.894,2096.666667
3164.255034,-0.005742,-0.008545,-0.108241,-2.42,3,779.807,2135
3165.010067,-0.017539,-0.044889,-0.06285,-2.77,2.78,780.439,2134.047619
3165.765101,0.000645,0.007812,-0.095418,-2.75,2.6,839.674,2131.904762
