time_s,vx_ms,vy_ms,pitch_deg,roll_deg
3999.604989,-0.051233,0.088496,-2.390000,-0.570000
3999.705004,-0.065335,0.126373,-2.370000,-0.610000
3999.805030,-0.069007,0.112208,-2.270000,-0.610000
3999.905009,-0.037163,0.137345,-2.360000,-0.570000
4000.005021,-0.062412,0.135487,-2.340000,-0.430000
4000.104998,-0.062273,0.113900,-2.390000,-0.280000
4000.205033,-0.047978,0.143746,-2.230000,-0.180000
4000.304979,-0.064294,0.132224,-2.190000,-0.230000
4000.404972,-0.036586,0.124676,-2.280000,-0.370000
4000.504973,-0.088568,0.122876,-2.250000,-0.690000
4000.604982,-0.049116,0.138234,-2.340000,-1.030000
4000.704977,-0.017531,0.119575,-2.300000,-1.100000
4000.804998,-0.038540,0.110141,-2.220000,-1.010000
4000.905009,-0.037106,0.104941,-2.170000,-1.040000
4001.004984,-0.008009,0.079208,-2.250000,-1.070000
4001.105002,-0.005813,0.108576,-2.350000,-1.070000
4001.204995,0.007338,0.077813,-2.350000,-1.060000
4001.305003,-0.002632,0.050682,-2.370000,-0.870000
4001.404999,0.020151,0.069560,-2.470000,-0.880000
4001.504986,0.047915,0.069181,-2.540000,-0.880000
4001.605002,0.029112,0.049216,-2.300000,-0.870000
4001.705011,0.044320,0.040038,-2.070000,-0.950000
4001.805012,0.063971,0.044178,-1.880000,-0.810000
4001.904976,0.034918,0.043836,-1.780000,-0.960000
4002.004975,0.065853,0.010377,-1.540000,-1.000000
4002.104979,0.010465,0.000810,-1.440000,-1.230000
4002.205004,0.051149,-0.009856,-1.510000,-1.110000
4002.305037,0.042654,0.002761,-1.420000,-0.940000
4002.405023,0.032692,-0.037265,-1.430000,-0.960000
4002.504991,0.053059,-0.040886,-1.210000,-1.010000
4002.605004,0.002745,-0.047451,-1.290000,-1.100000
4002.704995,0.020929,-0.061440,-1.230000,-0.950000
4002.804999,-0.035073,-0.069315,-1.420000,-0.860000
4002.905005,0.024710,-0.081242,-1.570000,-0.640000
4003.005015,-0.031750,-0.080175,-1.610000,-0.380000
4003.105016,0.009050,-0.092362,-1.680000,-0.140000
4003.205025,-0.017129,-0.062896,-1.730000,-0.200000
4003.305002,0.008346,-0.086518,-1.790000,-0.420000
4003.404988,0.006074,-0.065933,-1.580000,-0.810000
4003.504974,0.019092,-0.075920,-1.490000,-0.800000
4003.604976,-0.011809,-0.084565,-1.370000,-0.730000
4003.705007,-0.027172,-0.097308,-1.190000,-0.740000
4003.804997,-0.041176,-0.109059,-1.090000,-0.810000
4003.905002,-0.043808,-0.107189,-1.160000,-0.940000
4004.005013,-0.022733,-0.122277,-1.330000,-0.870000
4004.105022,-0.021784,-0.153038,-1.400000,-0.700000
4004.204971,-0.013645,-0.161461,-1.510000,-0.390000
4004.305008,-0.014322,-0.141867,-1.380000,-0.210000
4004.405043,-0.011111,-0.127100,-1.230000,-0.150000
4004.505022,-0.011768,-0.124870,-1.160000,0.040000
4004.605010,-0.031907,-0.120022,-0.980000,0.300000
4004.705042,-0.040479,-0.115390,-0.770000,0.480000
4004.805006,-0.052022,-0.119827,-0.630000,0.430000
4004.905008,-0.063508,-0.102050,-0.660000,0.340000
4005.005016,-0.044411,-0.081325,-0.630000,0.130000
4005.104991,-0.056814,-0.070236,-0.770000,0.080000
4005.205004,-0.047022,-0.079358,-0.970000,0.120000
4005.305005,-0.066304,-0.096616,-0.860000,-0.250000
4005.405013,-0.110191,-0.094105,-0.340000,-0.570000
4005.504975,-0.143483,-0.069986,0.210000,-0.690000
4005.605004,-0.142272,-0.073880,0.980000,-0.540000
4005.705001,-0.183076,-0.068531,1.620000,-0.010000
4005.804999,-0.229682,-0.068460,2.180000,0.380000
4005.905012,-0.318941,-0.048670,2.690000,0.640000
4006.004975,-0.415858,-0.009071,3.390000,0.430000
4006.104975,-0.460731,-0.011057,3.810000,0.020000
4006.204981,-0.534919,0.033553,4.220000,-0.510000
4006.305023,-0.645506,0.059146,4.530000,-0.990000
4006.405025,-0.730237,0.032512,4.840000,-1.300000
4006.505004,-0.871600,0.047621,5.170000,-1.540000
4006.604994,-1.001287,0.056784,5.640000,-1.780000
4006.704993,-1.115440,0.049296,6.010000,-1.730000
4006.805047,-1.228878,0.028996,6.430000,-1.930000
4006.905005,-1.353747,0.045321,6.990000,-2.180000
4007.005010,-1.507534,0.035572,7.510000,-2.340000
4007.105009,-1.681544,-0.011866,7.940000,-2.580000
4007.205003,-1.846657,0.003094,8.480000,-2.570000
4007.304977,-2.006692,0.002619,9.120000,-2.270000
4007.405007,-2.197136,-0.000873,9.680000,-2.150000
4007.505043,-2.387007,0.012933,10.330000,-2.190000
4007.604976,-2.586222,0.000813,10.870000,-2.300000
4007.705001,-2.769680,0.016208,11.320000,-2.570000
4007.805003,-2.964658,0.019260,11.470000,-2.760000
4007.904976,-3.191320,0.012978,11.330000,-2.850000
4008.004977,-3.414907,0.015361,10.890000,-2.630000
4008.104997,-3.630128,0.011146,10.400000,-2.580000
4008.205007,-3.789624,0.027843,9.910000,-2.730000
4008.304979,-3.946099,0.028716,9.400000,-2.830000
4008.405000,-4.123523,0.019155,8.980000,-2.680000
4008.504985,-4.265039,0.006690,8.490000,-2.580000
4008.605015,-4.414333,-0.030808,8.210000,-2.430000
4008.705036,-4.528525,-0.006922,8.080000,-2.260000
4008.805004,-4.667811,-0.018866,8.090000,-2.420000
4008.905002,-4.757585,-0.030517,7.810000,-2.490000
4009.005028,-4.881729,-0.012043,7.680000,-2.260000
4009.105001,-5.017377,-0.053846,7.740000,-2.230000
4009.204984,-5.087858,-0.028489,7.470000,-2.380000
4009.304999,-5.189834,-0.046638,7.330000,-2.390000
4009.405005,-5.251501,-0.045789,7.200000,-1.940000
4009.504995,-5.348110,-0.071412,7.290000,-1.810000
4009.604984,-5.418336,-0.068191,7.320000,-1.670000
4009.704976,-5.522497,-0.060019,6.930000,-1.400000
4009.805000,-5.634452,-0.044913,6.370000,-0.480000
4009.904979,-5.704047,-0.032508,5.910000,-0.270000
4010.005000,-5.724554,-0.022882,5.120000,-0.200000
4010.104999,-5.736692,-0.005682,4.390000,-0.660000
4010.204997,-5.784423,0.020667,4.130000,-0.650000
4010.305013,-5.787933,0.060649,3.700000,-0.320000
4010.405004,-5.805941,0.063905,3.110000,-0.260000
4010.504982,-5.842120,0.008508,2.810000,-0.510000
4010.605003,-5.820336,0.022660,2.610000,-0.940000
4010.705000,-5.840416,0.081578,2.630000,-0.790000
4010.805020,-5.891354,0.062004,2.790000,-0.720000
4010.905002,-5.905559,0.011695,3.290000,-0.610000
4011.005003,-5.855633,0.041738,3.340000,-0.290000
4011.105001,-5.911682,0.081737,3.180000,0.010000
4011.204974,-5.898428,0.096846,3.120000,-0.240000
4011.305010,-5.910996,0.080711,3.040000,-0.520000
4011.405003,-5.884939,0.136426,3.030000,-1.070000
4011.504972,-5.913077,0.121802,3.210000,-1.520000
4011.605000,-5.944282,0.104341,3.020000,-1.370000
4011.705018,-5.970211,0.097061,2.770000,-1.400000
4011.805002,-5.964297,0.049048,2.450000,-1.410000
4011.905006,-5.963014,0.038040,2.510000,-1.110000
4012.005013,-5.961111,0.072904,2.520000,-1.290000
4012.105001,-5.927124,0.084488,2.250000,-1.530000
4012.204975,-5.902984,0.060288,1.950000,-1.650000
4012.304987,-5.887186,0.092768,1.640000,-1.790000
4012.405010,-5.923498,0.066521,1.820000,-1.910000
4012.505001,-5.885394,0.017193,2.050000,-1.560000
4012.605025,-5.872512,0.045089,2.200000,-1.490000
4012.705034,-5.888610,0.077636,2.100000,-1.370000
4012.804999,-5.829105,-0.010002,1.920000,-1.360000
4012.904981,-5.816000,0.041256,2.040000,-1.710000
4013.005011,-5.838607,-0.041024,2.290000,-1.730000
4013.105000,-5.857712,-0.028022,2.970000,-1.570000
4013.205003,-5.885013,-0.018827,3.470000,-1.510000
4013.305038,-5.831681,-0.017373,4.200000,-1.270000
4013.405007,-5.843785,-0.012593,4.740000,-1.150000
4013.505002,-5.887229,0.033571,4.810000,-0.930000
4013.605003,-5.921571,0.048790,4.110000,-0.650000
4013.704981,-5.940074,0.048581,3.610000,-0.510000
4013.804974,-5.946329,0.032574,3.180000,-0.510000
4013.904994,-5.921945,0.037673,2.720000,-0.720000
4014.004998,-5.979088,0.084262,2.520000,-0.810000
4014.105002,-5.914854,-0.020014,2.310000,-1.010000
4014.204988,-5.942970,0.097533,2.370000,-1.020000
4014.305005,-5.911838,0.035098,2.560000,-1.000000
4014.405032,-5.977428,0.070482,2.800000,-1.250000
4014.505009,-5.974411,0.018471,2.950000,-1.450000
4014.605003,-5.965298,0.066676,3.070000,-2.020000
4014.705005,-5.941365,-0.002286,3.110000,-1.750000
4014.805010,-5.917340,0.031251,2.770000,-1.490000
4014.904995,-5.919452,0.001033,2.400000,-0.350000
4015.005019,-5.925418,0.035061,2.450000,0.000000
4015.105029,-5.942296,0.017743,2.300000,0.510000
4015.204975,-5.951856,0.026992,2.490000,0.040000
4015.305003,-5.884072,0.084403,2.060000,-0.550000
4015.405031,-5.874990,0.011905,2.220000,-0.500000
4015.505008,-5.847878,0.066723,2.340000,-1.060000
4015.604985,-5.865597,0.026649,2.780000,-1.350000
4015.705015,-5.877609,0.034219,3.370000,-1.410000
4015.805001,-5.904386,0.039164,3.260000,-1.230000
4015.905005,-5.940099,0.007269,2.340000,-0.380000
4016.005020,-5.948034,-0.007134,0.720000,0.820000
4016.105003,-5.873905,-0.036357,-1.000000,1.920000
4016.204995,-5.788085,0.010833,-2.610000,2.730000
4016.305006,-5.714365,0.079559,-3.920000,3.190000
4016.405036,-5.632991,0.125209,-5.130000,2.890000
4016.505005,-5.470585,0.087251,-6.250000,2.540000
4016.604991,-5.339070,0.103466,-7.090000,2.030000
4016.704980,-5.138200,0.117257,-7.910000,1.910000
4016.804992,-4.997487,0.106217,-8.630000,2.240000
4016.905001,-4.837679,0.126240,-9.440000,3.030000
4017.004978,-4.662499,0.067001,-9.760000,3.170000
4017.105020,-4.413409,0.131505,-10.190000,3.260000
4017.205005,-4.245618,0.130130,-10.210000,2.800000
4017.304997,-4.014243,0.069994,-10.330000,2.620000
4017.404973,-3.867405,0.100945,-10.470000,2.520000
4017.505000,-3.634908,0.081553,-10.960000,2.750000
4017.605007,-3.411478,0.048157,-11.480000,3.290000
4017.705007,-3.190270,0.066283,-12.140000,4.010000
4017.804975,-2.979443,0.057595,-12.290000,3.900000
4017.904982,-2.723131,0.076852,-12.300000,3.450000
4018.004981,-2.517242,0.036740,-12.800000,2.910000
4018.104998,-2.303156,0.016749,-13.740000,2.760000
4018.205000,-2.092738,0.020967,-14.340000,2.750000
4018.305002,-1.814654,0.007827,-14.490000,2.910000
4018.404991,-1.565188,-0.030451,-14.360000,2.780000
4018.505010,-1.329292,-0.033307,-14.160000,2.520000
4018.605038,-1.079756,-0.064842,-14.000000,2.390000
4018.705004,-0.851830,-0.065544,-13.670000,2.340000
4018.805015,-0.627466,-0.099568,-13.210000,2.450000
4018.904984,-0.429919,-0.095292,-12.720000,2.470000
4019.005004,-0.228233,-0.122740,-12.310000,2.500000
4019.105000,-0.030416,-0.108494,-12.060000,2.700000
4019.205003,0.172062,-0.107035,-12.090000,2.850000
4019.304976,0.330985,-0.111820,-12.180000,2.910000
4019.405040,0.505362,-0.133415,-12.150000,2.560000
4019.505005,0.684611,-0.120776,-12.280000,2.010000
4019.604975,0.881556,-0.140077,-12.560000,1.290000
4019.705003,1.058345,-0.174686,-12.910000,0.980000
4019.805025,1.208493,-0.221113,-13.130000,0.780000
4019.905025,1.366878,-0.251033,-13.420000,0.930000
4020.004974,1.598059,-0.304222,-13.620000,1.040000
4020.105009,1.773648,-0.327126,-13.730000,1.250000
4020.204978,1.954710,-0.360297,-13.980000,1.450000
4020.304978,2.117833,-0.402348,-14.340000,1.360000
4020.405012,2.312206,-0.448554,-15.090000,1.800000
4020.505002,2.549853,-0.506149,-15.550000,1.580000
4020.605002,2.769397,-0.524120,-15.970000,1.740000
4020.705008,2.947776,-0.587297,-16.150000,1.750000
4020.805019,3.174008,-0.586664,-15.820000,1.900000
4020.905015,3.391732,-0.633952,-15.350000,1.980000
4021.004992,3.600152,-0.656364,-14.600000,1.930000
4021.104999,3.730750,-0.669753,-13.930000,1.420000
4021.204998,3.914917,-0.728388,-13.550000,0.950000
4021.304982,4.044445,-0.780524,-13.120000,0.740000
4021.405005,4.226001,-0.772582,-12.530000,1.120000
4021.504972,4.328553,-0.806256,-11.990000,1.680000
4021.605041,4.473577,-0.834157,-11.620000,1.600000
4021.705000,4.585042,-0.838710,-11.690000,1.210000
4021.805002,4.629655,-0.839945,-11.880000,1.080000
4021.905010,4.722644,-0.901225,-11.590000,0.670000
4022.004979,4.840937,-0.902746,-11.300000,0.580000
4022.104998,4.944702,-0.911196,-11.500000,0.870000
4022.204998,5.051716,-0.920154,-11.880000,0.940000
4022.305068,5.125465,-0.901454,-11.740000,0.770000
4022.405011,5.140749,-0.962530,-11.120000,0.700000
4022.505009,5.240765,-1.021246,-10.630000,0.550000
4022.604995,5.352276,-0.999719,-10.090000,0.680000
4022.705010,5.421403,-0.973001,-9.820000,0.570000
4022.805032,5.475891,-0.995666,-9.520000,0.940000
4022.904989,5.548435,-0.950757,-9.200000,1.280000
4023.005014,5.556842,-0.916767,-8.570000,0.680000
4023.105010,5.524140,-1.039086,-7.420000,-0.420000
4023.204994,5.645903,-1.027706,-6.870000,-1.070000
4023.305000,5.632289,-0.998703,-6.310000,-1.310000
4023.405006,5.553329,-1.042534,-5.310000,-0.360000
4023.505003,5.544165,-1.091896,-5.140000,-0.140000
4023.605003,5.571224,-1.133379,-6.000000,-0.050000
4023.705010,5.532944,-1.021538,-7.080000,0.300000
4023.804999,5.629376,-0.970735,-8.080000,0.340000
4023.905014,5.667196,-1.054416,-8.960000,-0.560000
4024.004980,5.709870,-1.036582,-9.190000,-1.200000
4024.105028,5.774524,-1.049306,-9.190000,-2.000000
4024.204992,5.686840,-1.105687,-9.080000,-2.110000
4024.305026,5.765687,-1.143362,-8.840000,-1.870000
4024.405009,5.822359,-1.187168,-8.320000,-1.330000
4024.504997,5.871455,-1.193760,-7.880000,-0.600000
4024.604995,5.896936,-1.249233,-7.760000,-0.170000
4024.705015,5.908207,-1.221083,-7.450000,-0.080000
4024.805004,5.879406,-1.201306,-7.050000,-0.160000
4024.905007,5.868783,-1.232684,-6.810000,-0.120000
4025.004999,5.874710,-1.246338,-6.570000,0.010000
4025.105006,5.880627,-1.201844,-6.180000,0.010000
4025.205001,5.894831,-1.187528,-5.970000,-0.100000
4025.305001,5.878284,-1.177117,-5.850000,-0.150000
4025.404981,5.888512,-1.175176,-5.730000,-0.510000
4025.504991,5.889015,-1.171890,-5.640000,-1.200000
4025.605021,5.851005,-1.192298,-5.790000,-1.100000
4025.705010,5.803675,-1.246242,-5.690000,-0.960000
4025.804973,5.818394,-1.233672,-5.490000,-1.020000
4025.905005,5.780339,-1.191082,-5.520000,-0.310000
4026.005006,5.709789,-1.195526,-5.370000,0.320000
4026.104975,5.722212,-1.180256,-5.180000,0.590000
4026.204980,5.739741,-1.156615,-5.320000,0.660000
4026.305007,5.665345,-1.183298,-5.420000,0.680000
4026.405012,5.645796,-1.168378,-5.610000,0.820000
4026.504994,5.627846,-1.107248,-6.210000,0.960000
4026.605002,5.638566,-1.171374,-6.400000,0.840000
4026.705010,5.646767,-1.105114,-6.280000,0.520000
4026.805004,5.651234,-1.121961,-6.460000,0.580000
4026.904977,5.666668,-1.082319,-7.250000,1.030000
4027.004985,5.699113,-1.039241,-7.790000,0.710000
4027.105003,5.663545,-1.048088,-8.050000,0.390000
4027.204986,5.617896,-1.062545,-7.790000,-0.080000
4027.305040,5.654377,-1.104975,-7.450000,-0.370000
4027.405030,5.728822,-1.090684,-7.380000,-0.290000
4027.505010,5.659012,-1.151915,-7.210000,-0.230000
4027.605007,5.731162,-1.145088,-7.180000,-0.270000
4027.705011,5.752255,-1.095805,-7.320000,0.310000
4027.804998,5.694672,-1.099981,-7.110000,0.640000
4027.904976,5.722467,-1.099781,-7.100000,0.860000
4028.004991,5.808572,-1.123834,-7.460000,0.810000
4028.105001,5.810428,-1.099057,-7.580000,0.280000
4028.204999,5.769606,-1.132973,-7.300000,0.040000
4028.305006,5.800235,-1.127955,-6.910000,0.120000
4028.405005,5.821856,-1.091600,-6.700000,0.900000
4028.504976,5.760723,-1.146988,-6.380000,1.740000
4028.604978,5.765430,-1.180659,-6.160000,2.020000
4028.705011,5.772313,-1.198815,-6.010000,1.800000
4028.805003,5.807128,-1.164983,-5.980000,1.600000
4028.905002,5.816465,-1.073227,-5.910000,1.390000
4029.005051,5.794136,-1.002726,-5.910000,1.480000
4029.105012,5.724631,-1.039547,-6.160000,1.870000
4029.205002,5.774352,-1.044635,-6.430000,2.260000
4029.305002,5.785945,-0.967166,-6.660000,2.200000
4029.405002,5.810620,-0.926933,-6.910000,1.600000
4029.505022,5.778753,-0.916568,-7.170000,1.020000
4029.604985,5.744102,-0.951655,-7.160000,0.470000
4029.704976,5.788411,-0.978855,-6.920000,0.000000
4029.804999,5.800475,-0.950789,-6.790000,-0.160000
4029.905027,5.741179,-1.024791,-7.080000,0.160000
4030.005014,5.778958,-1.026047,-7.220000,0.250000
4030.104998,5.813871,-0.997571,-7.190000,0.150000
4030.205003,5.826349,-0.991902,-7.110000,0.170000
4030.304976,5.830563,-0.966164,-6.760000,0.370000
4030.404996,5.800499,-0.951264,-6.620000,0.160000
4030.505025,5.813413,-0.953914,-6.470000,-0.620000
4030.605003,5.833354,-0.959242,-6.650000,-1.170000
4030.705006,5.865663,-0.994300,-6.750000,-1.510000
4030.804984,5.858353,-1.010042,-6.850000,-1.470000
4030.904999,5.855523,-1.052070,-6.870000,-1.300000
4031.004981,5.833831,-1.054413,-6.750000,-1.600000
4031.105010,5.855526,-1.077250,-6.680000,-1.860000
4031.205002,5.867485,-1.099655,-6.600000,-2.050000
4031.305031,5.879544,-1.098460,-6.500000,-1.670000
4031.405035,5.867469,-1.148832,-6.380000,-1.120000
4031.505000,5.829237,-1.150577,-5.990000,-0.770000
4031.604981,5.822011,-1.161329,-5.710000,-0.600000
4031.704983,5.834415,-1.220433,-5.630000,0.000000
4031.804993,5.873264,-1.126322,-5.390000,0.710000
4031.904978,5.863162,-1.124860,-5.500000,0.700000
4032.004984,5.868858,-1.069526,-5.670000,0.190000
4032.105000,5.812954,-1.119694,-5.930000,-0.840000
4032.204975,5.805753,-1.152199,-6.410000,-1.620000
4032.305017,5.834088,-1.145875,-6.540000,-1.890000
4032.405003,5.868492,-1.132357,-6.550000,-1.620000
4032.504972,5.858082,-1.112256,-6.660000,-1.230000
4032.604975,5.802526,-1.185321,-6.370000,-0.670000
4032.704978,5.795372,-1.218806,-6.240000,-0.220000
4032.805004,5.809234,-1.193917,-6.080000,0.010000
4032.905006,5.849072,-1.209607,-5.860000,0.110000
4033.005047,5.880050,-1.199818,-5.780000,0.470000
4033.105007,5.838706,-1.143044,-5.770000,0.660000
4033.204975,5.760831,-1.189696,-5.800000,0.640000
4033.305005,5.780715,-1.185439,-5.770000,0.860000
4033.405003,5.764520,-1.168095,-5.990000,0.720000
4033.504988,5.816770,-1.160323,-6.170000,0.870000
4033.605016,5.811917,-1.139115,-6.330000,0.480000
4033.705028,5.834663,-1.183876,-6.210000,0.260000
4033.805060,5.835953,-1.110583,-5.980000,-0.250000
4033.905008,5.825288,-1.108289,-6.420000,-0.440000
4034.005005,5.762589,-1.185030,-6.820000,-0.320000
4034.105011,5.788526,-1.204631,-7.110000,-0.120000
4034.205023,5.830406,-1.180188,-6.820000,0.060000
4034.305003,5.852494,-1.137850,-6.380000,0.630000
4034.405003,5.824730,-1.129518,-6.550000,1.230000
4034.505003,5.792395,-1.155474,-6.520000,1.340000
4034.605009,5.809918,-1.172408,-6.530000,1.130000
4034.705007,5.872803,-1.094185,-6.680000,1.130000
4034.805011,5.855944,-1.062901,-6.280000,1.010000
4034.904999,5.826083,-1.061667,-6.080000,0.810000
4035.005007,5.851964,-1.059687,-6.330000,0.730000
4035.105008,5.869355,-1.058287,-6.430000,0.740000
4035.204999,5.907337,-1.034192,-6.600000,0.860000
4035.305007,5.895709,-1.028199,-6.550000,0.770000
4035.404987,5.852899,-1.032600,-6.460000,0.400000
4035.505001,5.845798,-1.060996,-6.500000,-0.040000
4035.604994,5.865839,-1.115086,-6.580000,-0.470000
4035.704975,5.887622,-1.122864,-6.980000,-0.400000
4035.804999,5.877758,-1.137998,-6.830000,0.000000
4035.905012,5.847332,-1.091393,-6.320000,0.310000
4036.005004,5.816059,-1.079717,-5.910000,0.690000
4036.105005,5.848516,-1.102946,-5.780000,1.310000
4036.205001,5.907450,-1.077733,-6.330000,1.680000
4036.305010,5.884026,-1.007120,-7.160000,1.440000
4036.405031,5.874518,-1.038228,-7.580000,1.160000
4036.504997,5.860151,-1.063920,-7.340000,0.990000
4036.605006,5.846510,-1.085549,-7.270000,0.740000
4036.704977,5.900622,-1.079081,-7.260000,0.740000
4036.805000,5.917013,-1.069881,-6.870000,1.060000
4036.904981,5.922450,-1.037585,-6.420000,1.430000
4037.004976,5.956575,-0.994570,-6.440000,1.480000
4037.105005,5.933825,-1.025246,-6.880000,1.400000
4037.204984,5.910868,-1.069672,-6.680000,1.250000
4037.305024,5.849388,-1.112939,-6.440000,1.050000
4037.405010,5.885774,-1.151884,-6.670000,1.400000
4037.504998,5.878887,-1.107781,-6.720000,1.200000
4037.605007,5.931136,-1.049004,-6.800000,1.380000
4037.704975,5.942442,-1.025299,-6.590000,1.680000
4037.805000,5.908609,-1.021294,-6.190000,1.870000
4037.905004,5.902514,-1.045295,-6.110000,2.020000
4038.004997,5.922157,-1.005518,-6.290000,1.820000
4038.104975,5.933725,-0.992132,-5.820000,1.370000
4038.204983,5.920226,-0.965279,-4.790000,0.880000
4038.304976,5.873500,-0.952545,-3.670000,0.510000
4038.405008,5.799471,-0.942826,-2.620000,0.100000
4038.504986,5.696684,-0.944436,-1.840000,-0.280000
4038.604975,5.614125,-0.934505,-1.440000,-0.270000
4038.704984,5.557599,-0.921038,-0.810000,-0.160000
4038.805008,5.466444,-0.915056,-0.120000,-0.020000
4038.905002,5.363307,-0.913090,0.520000,-0.150000
4039.004976,5.239122,-0.920003,1.270000,-0.270000
4039.105025,5.097699,-0.855491,2.060000,-0.310000
4039.204981,4.889601,-0.830084,2.510000,-0.580000
4039.305007,4.738823,-0.862449,3.060000,-1.040000
4039.404974,4.639663,-0.803986,3.200000,-1.100000
4039.505004,4.489276,-0.783018,3.200000,-1.200000
4039.605052,4.328892,-0.778651,3.280000,-1.280000
4039.704998,4.175453,-0.780986,3.650000,-1.540000
4039.804977,4.043761,-0.727423,4.370000,-1.750000
4039.904978,3.854666,-0.710657,5.510000,-1.830000
4040.005021,3.629478,-0.696302,6.780000,-1.970000
4040.104993,3.412624,-0.672964,7.880000,-1.900000
4040.204998,3.202870,-0.642848,8.640000,-1.450000
4040.305021,2.908571,-0.627039,9.530000,-0.940000
4040.405010,2.672962,-0.588704,9.980000,-0.340000
4040.504974,2.458181,-0.522404,10.220000,-0.250000
4040.605010,2.197161,-0.464211,10.670000,-1.070000
4040.705004,1.949782,-0.448836,10.850000,-2.360000
4040.805028,1.705625,-0.434016,9.730000,-3.560000
4040.905024,1.463339,-0.421597,8.330000,-4.090000
4041.005009,1.332387,-0.461250,6.760000,-3.800000
4041.105004,1.117597,-0.486351,5.230000,-3.740000
4041.205027,0.980526,-0.502393,3.550000,-3.490000
4041.305000,0.904896,-0.557315,2.340000,-3.190000
4041.405004,0.770209,-0.566732,1.970000,-3.240000
4041.504997,0.694558,-0.599541,2.050000,-3.740000
4041.604976,0.622471,-0.660422,2.270000,-4.330000
4041.704983,0.478136,-0.691951,2.220000,-5.290000
4041.805041,0.433214,-0.788035,1.980000,-6.220000
4041.904980,0.313298,-0.855495,1.780000,-6.940000
4042.004974,0.191550,-0.969142,1.640000,-7.900000
4042.105024,0.127972,-1.067013,1.300000,-8.690000
4042.204997,0.046652,-1.201134,0.880000,-9.550000
4042.305004,-0.062895,-1.331513,0.290000,-10.290000
4042.404978,-0.150005,-1.479074,-0.160000,-11.010000
4042.505019,-0.201407,-1.648597,-0.670000,-11.630000
4042.604986,-0.245465,-1.792309,-1.050000,-12.040000
4042.704988,-0.316035,-1.988111,-1.300000,-12.190000
4042.804999,-0.380359,-2.166146,-1.390000,-12.240000
4042.904980,-0.433136,-2.366175,-1.500000,-12.110000
4043.005028,-0.492778,-2.548056,-1.700000,-11.730000
4043.104997,-0.542138,-2.703447,-1.910000,-11.010000
4043.204981,-0.605551,-2.862062,-2.100000,-10.130000
4043.305000,-0.642066,-2.981966,-2.330000,-9.440000
4043.405001,-0.643651,-3.090007,-2.700000,-8.900000
4043.504998,-0.655780,-3.229925,-2.710000,-8.420000
4043.605005,-0.686928,-3.320383,-2.580000,-7.820000
4043.705000,-0.723228,-3.428611,-2.470000,-7.440000
4043.805000,-0.717135,-3.502071,-2.510000,-6.930000
4043.904994,-0.768273,-3.567893,-2.440000,-6.170000
4044.005018,-0.778987,-3.618479,-2.350000,-5.740000
4044.105001,-0.744907,-3.688646,-2.420000,-5.540000
4044.204999,-0.776279,-3.715712,-2.700000,-5.270000
4044.305000,-0.737222,-3.745312,-2.980000,-5.130000
4044.405003,-0.787215,-3.797194,-2.850000,-4.860000
4044.505004,-0.835612,-3.829690,-2.840000,-4.760000
4044.605008,-0.813522,-3.889104,-2.730000,-4.830000
4044.704989,-0.848110,-3.938866,-2.610000,-4.760000
4044.805003,-0.854491,-3.941513,-2.800000,-4.240000
4044.905006,-0.817670,-3.950244,-3.240000,-3.540000
4045.004981,-0.863230,-3.964320,-3.480000,-3.190000
4045.104973,-0.896786,-3.941755,-3.560000,-3.000000
4045.205013,-0.854371,-3.973984,-3.480000,-3.070000
4045.305004,-0.875082,-3.995824,-3.270000,-3.060000
4045.405007,-0.840762,-3.993757,-3.230000,-2.650000
4045.505005,-0.834841,-3.955858,-3.260000,-2.150000
4045.605022,-0.836127,-3.898098,-3.530000,-1.670000
4045.705010,-0.861660,-3.900365,-3.830000,-1.080000
4045.805009,-0.828040,-3.879062,-4.160000,-0.300000
4045.905004,-0.789893,-3.843680,-4.360000,0.330000
4046.005006,-0.675144,-3.801644,-4.500000,0.670000
4046.105025,-0.663342,-3.747827,-4.300000,1.010000
4046.205028,-0.658752,-3.671755,-3.990000,1.350000
4046.305012,-0.654094,-3.570636,-3.670000,2.110000
4046.405005,-0.587481,-3.490426,-3.470000,3.050000
4046.504987,-0.575300,-3.427453,-2.940000,3.940000
4046.605029,-0.558326,-3.326972,-2.420000,4.540000
4046.704980,-0.524819,-3.189577,-2.090000,5.250000
4046.805008,-0.467573,-3.050235,-2.070000,6.170000
4046.904989,-0.461505,-2.898648,-2.000000,6.880000
4047.005010,-0.448976,-2.752747,-1.780000,7.820000
4047.105004,-0.406744,-2.553761,-1.220000,9.420000
4047.205005,-0.373033,-2.349056,-0.460000,11.100000
4047.305030,-0.362351,-2.103615,0.250000,11.950000
4047.405004,-0.349636,-1.849104,0.780000,11.900000
4047.505011,-0.377450,-1.630805,1.170000,11.000000
4047.605006,-0.402128,-1.424640,1.290000,9.950000
4047.704975,-0.402762,-1.214162,1.660000,9.080000
4047.805055,-0.427756,-1.038039,2.220000,8.010000
4047.905016,-0.439135,-0.843368,2.790000,7.190000
4048.005010,-0.499842,-0.703678,3.240000,6.410000
4048.104997,-0.576050,-0.547308,3.820000,5.780000
4048.205001,-0.655277,-0.432424,4.290000,5.080000
4048.304989,-0.726988,-0.297900,4.750000,4.470000
4048.404977,-0.845384,-0.189524,5.150000,3.810000
4048.505011,-0.931686,-0.101999,5.680000,3.230000
