time_s,vx_ms,vy_ms,pitch_deg,roll_deg
133.000027,-0.984332,-6.084834,1.130000,0.850000
133.100036,-0.971196,-6.061315,1.190000,0.500000
133.200044,-1.018377,-6.087791,0.930000,0.240000
133.299997,-1.007592,-6.039270,0.850000,-0.220000
133.400023,-1.032955,-6.060485,0.710000,-0.490000
133.500032,-1.023579,-6.027146,0.560000,-0.630000
133.599980,-1.023184,-6.056289,0.520000,-0.710000
133.700043,-1.024912,-5.990596,0.560000,-0.660000
133.800004,-1.035605,-6.004032,0.620000,-0.500000
133.900020,-1.012746,-5.996113,0.510000,-0.460000
134.000030,-1.049274,-6.002137,0.490000,-0.330000
134.099981,-1.033307,-5.965310,0.480000,-0.480000
134.199972,-1.057586,-5.948093,0.190000,-0.590000
134.300038,-1.031935,-5.914460,0.120000,-0.910000
134.399995,-1.014701,-5.932117,0.030000,-1.030000
134.499978,-1.015405,-5.893839,-0.250000,-0.900000
134.600001,-0.989283,-5.914433,-0.360000,-0.700000
134.699992,-1.021127,-5.862033,-0.240000,-0.450000
134.800003,-1.000441,-5.860772,0.050000,-0.270000
134.900037,-1.017943,-5.832047,0.170000,-0.270000
135.000005,-1.002927,-5.836108,0.240000,-0.150000
135.099973,-1.030418,-5.846213,0.410000,-0.210000
135.199998,-1.029321,-5.807917,0.540000,-0.150000
135.300009,-1.060431,-5.821664,0.690000,-0.140000
135.399977,-1.064876,-5.789603,0.840000,-0.260000
135.500016,-1.046106,-5.822467,1.020000,-0.130000
135.600009,-1.044015,-5.823977,1.190000,-0.360000
135.699976,-1.014715,-5.788640,0.820000,-0.780000
135.799995,-1.011849,-5.789849,0.240000,-1.760000
135.899981,-0.990200,-5.771673,-0.330000,-2.860000
136.000005,-0.959035,-5.756351,-0.670000,-4.330000
136.099996,-0.891590,-5.676697,-0.920000,-5.670000
136.200002,-0.805071,-5.656895,-1.220000,-6.800000
136.300012,-0.702999,-5.581299,-1.570000,-7.730000
136.400009,-0.579386,-5.527122,-1.870000,-8.490000
136.500000,-0.483876,-5.438148,-2.350000,-9.090000
136.599976,-0.340806,-5.319810,-2.740000,-9.540000
136.700007,-0.201290,-5.213855,-2.840000,-10.220000
136.800010,-0.048652,-5.106911,-2.730000,-10.750000
136.900016,0.083673,-5.018886,-2.770000,-11.250000
136.999987,0.219187,-4.917115,-2.920000,-11.880000
137.100002,0.422223,-4.785846,-3.480000,-12.950000
137.200002,0.592025,-4.703657,-3.770000,-14.250000
137.300015,0.817490,-4.513198,-4.070000,-15.410000
137.400032,1.017978,-4.422518,-4.200000,-16.430000
137.500004,1.251791,-4.227720,-4.450000,-17.210000
137.600030,1.436550,-4.054854,-4.540000,-17.910000
137.699976,1.689641,-3.920075,-4.710000,-18.650000
137.800024,1.962628,-3.709138,-4.770000,-19.300000
137.900008,2.265608,-3.554502,-4.950000,-19.930000
138.000037,2.537749,-3.370500,-5.300000,-20.420000
138.100033,2.818933,-3.180066,-5.420000,-20.880000
138.199981,3.087414,-2.990552,-5.240000,-20.990000
138.300039,3.387543,-2.854262,-4.680000,-20.570000
138.399984,3.624162,-2.696141,-4.530000,-19.680000
138.499999,3.885217,-2.559196,-4.280000,-18.790000
138.600026,4.112797,-2.433522,-4.130000,-17.720000
138.700008,4.320691,-2.268117,-3.940000,-16.690000
138.799973,4.494781,-2.134884,-3.750000,-15.980000
138.899998,4.702624,-2.074797,-3.880000,-15.180000
139.000032,4.853295,-1.938721,-3.890000,-14.600000
139.100015,5.068021,-1.848383,-3.770000,-14.380000
139.199999,5.130174,-1.737405,-3.890000,-13.720000
139.300040,5.298961,-1.636514,-3.990000,-13.360000
139.399996,5.431990,-1.619103,-3.970000,-13.620000
139.499999,5.454567,-1.485177,-4.180000,-12.670000
139.600001,5.611735,-1.401868,-4.120000,-12.040000
139.699975,5.724296,-1.279012,-3.860000,-11.950000
139.800007,5.795252,-1.277627,-3.780000,-12.020000
139.899975,5.918241,-1.189891,-3.080000,-11.770000
140.000002,5.918381,-1.172810,-2.440000,-10.830000
140.100004,6.009953,-1.140405,-2.190000,-9.770000
140.200002,6.006925,-1.036171,-2.630000,-8.790000
140.300043,6.055516,-1.008451,-2.550000,-7.780000
140.400034,6.094765,-0.978965,-2.080000,-6.940000
140.500011,6.062344,-0.939965,-1.580000,-6.110000
140.599978,6.061533,-0.991798,-0.640000,-5.730000
140.700022,6.039065,-0.982878,-0.240000,-5.430000
140.799998,6.079568,-0.950640,-0.420000,-5.870000
140.899974,6.007544,-0.933369,-0.800000,-6.470000
141.000010,6.007598,-1.045314,-0.770000,-7.270000
141.100004,6.088131,-0.975117,-1.210000,-7.200000
141.200006,6.054739,-0.938893,-1.650000,-6.750000
141.299984,6.065165,-0.998271,-1.400000,-6.210000
141.399991,6.111680,-0.961608,-1.100000,-6.410000
141.499979,6.087563,-0.947391,-0.800000,-6.600000
141.600028,6.063232,-0.927796,-0.930000,-6.580000
141.700015,6.122966,-0.925855,-1.170000,-7.120000
141.799990,6.136650,-0.914879,-1.230000,-7.880000
141.900048,6.148004,-0.872461,-1.060000,-7.880000
142.000031,6.178816,-0.857303,-0.340000,-7.120000
142.100036,6.206488,-0.858639,0.290000,-5.830000
142.199994,6.182466,-0.827082,0.270000,-4.600000
142.300015,6.135600,-0.850376,-0.300000,-3.730000
142.400002,6.194612,-0.839228,-0.610000,-3.090000
142.500003,6.074387,-0.877850,-0.400000,-2.920000
142.600000,6.031559,-0.860015,0.220000,-3.170000
142.700004,6.065911,-0.811060,0.650000,-3.660000
142.799974,5.982570,-0.889187,1.490000,-4.720000
142.899982,6.062705,-0.949438,1.810000,-5.090000
143.000003,6.084248,-0.928596,1.780000,-4.500000
143.100007,6.019231,-0.995533,1.500000,-3.980000
143.200004,6.011561,-1.025416,1.680000,-3.700000
143.300008,6.035636,-1.010140,1.300000,-3.080000
143.400011,5.986370,-1.051426,0.880000,-2.790000
143.499981,5.961512,-1.144493,0.490000,-2.990000
143.600008,5.973367,-1.144539,0.270000,-3.580000
143.700005,5.905977,-1.116204,0.080000,-4.260000
143.800031,5.869586,-1.179294,-0.060000,-5.500000
143.900003,5.963807,-1.185863,-0.120000,-6.080000
144.000009,6.005099,-1.153856,-0.480000,-6.520000
144.099973,6.014583,-1.145226,-0.720000,-6.860000
144.200026,6.064274,-1.147687,-0.750000,-6.780000
144.300013,6.058641,-1.068993,-0.910000,-6.030000
144.399994,6.007306,-1.087290,-0.950000,-5.210000
144.500006,6.039691,-1.051429,-1.070000,-4.340000
144.600004,5.997319,-1.001932,-0.740000,-4.080000
144.700007,5.980612,-0.943251,-0.300000,-3.860000
144.799990,5.961078,-1.021877,-0.060000,-4.400000
144.900010,5.968029,-0.982955,0.050000,-4.640000
145.000007,5.899934,-1.008358,0.020000,-4.490000
145.100000,5.950858,-0.994143,-0.050000,-4.340000
145.200001,5.927394,-0.985100,0.170000,-3.970000
145.300010,5.823835,-1.083613,0.620000,-3.590000
145.400008,5.917034,-1.055480,0.540000,-3.810000
145.499975,5.818854,-1.065369,0.110000,-4.160000
145.600028,5.833479,-1.038619,-0.840000,-5.100000
145.699993,5.865971,-0.984615,-1.240000,-5.070000
145.799988,5.886595,-0.979783,-0.720000,-4.890000
145.899976,5.863845,-0.873019,-0.130000,-4.370000
146.000004,5.858722,-0.927089,0.610000,-3.800000
146.099973,5.801847,-0.933698,1.380000,-4.180000
146.199998,5.774069,-0.919309,1.880000,-4.720000
146.300044,5.817014,-0.963344,2.070000,-4.940000
146.400002,5.795871,-1.007849,1.950000,-5.080000
146.500003,5.856144,-0.991104,2.070000,-4.900000
146.600020,5.884505,-1.002881,2.060000,-4.430000
146.700009,5.839220,-1.053474,1.810000,-4.290000
146.800007,5.842970,-1.030107,1.530000,-3.870000
146.899973,5.885412,-1.091671,1.380000,-3.560000
147.000008,5.805727,-1.118164,1.560000,-3.860000
147.100021,5.793660,-1.070896,2.040000,-4.210000
147.200042,5.804799,-1.159893,2.650000,-5.550000
147.300025,5.912712,-1.141576,2.190000,-5.870000
147.400008,5.932367,-1.120217,1.750000,-5.880000
147.500000,5.961576,-1.166834,1.860000,-5.540000
147.599975,5.989754,-1.173032,1.790000,-4.990000
147.699980,5.951586,-1.147719,1.590000,-4.300000
147.800035,5.980786,-1.116939,1.640000,-4.120000
147.900029,5.926965,-1.137697,1.940000,-4.080000
148.000011,5.825695,-1.181184,1.650000,-4.160000
148.099978,5.811790,-1.213162,0.920000,-4.590000
148.200007,5.856341,-1.197940,0.210000,-4.820000
148.300039,5.825325,-1.196782,0.340000,-4.700000
148.400023,5.857660,-1.165811,0.950000,-4.530000
148.500020,5.822933,-1.110629,0.950000,-4.370000
148.600042,5.830987,-1.233791,1.120000,-4.270000
148.700011,5.827798,-1.222318,1.180000,-4.190000
148.800007,5.889897,-1.162289,1.390000,-4.450000
148.900002,5.854783,-1.212320,1.380000,-5.030000
148.999979,5.883185,-1.192929,0.860000,-5.420000
149.100029,5.841272,-1.158687,0.680000,-4.970000
149.199973,5.802023,-1.232746,0.400000,-4.900000
149.300018,5.882429,-1.197050,-0.050000,-5.040000
149.400009,5.785861,-1.214787,-0.340000,-5.320000
149.499974,5.770759,-1.212630,-0.610000,-5.580000
149.599999,5.795537,-1.106716,-0.190000,-5.500000
149.700004,5.728658,-1.118903,0.670000,-6.260000
149.800028,5.827520,-1.056065,0.930000,-6.740000
149.900003,5.796832,-1.208980,0.680000,-7.290000
149.999989,5.848855,-1.077289,0.170000,-7.140000
150.100006,5.823528,-1.057274,0.320000,-6.730000
150.199998,5.781225,-1.036996,0.460000,-6.230000
150.300010,5.826819,-1.030042,0.610000,-6.280000
150.400002,5.881650,-1.026652,0.780000,-6.200000
150.499978,5.942309,-1.040315,1.570000,-6.490000
150.600000,5.905591,-0.952340,2.500000,-6.630000
150.699976,5.815011,-1.021066,2.470000,-6.260000
150.800000,5.893197,-1.086092,1.880000,-5.970000
150.900003,5.921942,-1.076578,0.720000,-5.810000
150.999977,5.886504,-1.017789,-0.100000,-5.540000
151.100007,5.821577,-0.967540,-1.370000,-5.220000
151.199985,5.759222,-0.944298,-2.750000,-4.550000
151.300015,5.762170,-0.907709,-3.850000,-4.330000
151.400014,5.720160,-0.802097,-4.850000,-3.810000
151.500005,5.653741,-0.656864,-5.660000,-3.820000
151.599977,5.607580,-0.575336,-6.300000,-3.050000
151.700010,5.459391,-0.459413,-6.920000,-2.460000
151.799973,5.337850,-0.346524,-7.780000,-1.500000
151.900031,5.321363,-0.222439,-8.600000,-1.040000
152.000002,5.225128,-0.029907,-9.360000,-0.820000
152.100009,5.026148,0.128407,-10.150000,-0.410000
152.199981,4.934765,0.266061,-11.280000,-0.240000
152.299989,4.824646,0.438495,-12.090000,0.540000
152.399986,4.589086,0.566873,-12.700000,0.970000
152.499975,4.497241,0.809458,-13.860000,1.470000
152.599991,4.252279,0.951736,-14.660000,2.130000
152.699981,4.083221,1.209598,-15.480000,2.560000
152.800007,3.890555,1.336089,-16.370000,1.770000
152.900009,3.710730,1.666996,-17.610000,0.830000
153.000013,3.481905,1.822973,-19.510000,-0.380000
153.099979,3.370766,2.110394,-20.660000,-1.680000
153.199997,3.169646,2.443622,-21.030000,-2.330000
153.299991,3.053426,2.721413,-20.550000,-2.590000
153.400006,2.943125,2.975016,-20.220000,-2.920000
153.500012,2.789316,3.313178,-19.790000,-3.230000
153.599982,2.700617,3.575833,-19.290000,-3.330000
153.699981,2.613635,3.799542,-18.860000,-2.900000
153.800005,2.422089,4.062581,-18.270000,-2.320000
153.900002,2.375814,4.207679,-17.370000,-2.440000
154.000021,2.262187,4.443616,-17.140000,-2.480000
154.100006,2.082321,4.649355,-17.330000,-2.240000
154.199979,2.048135,4.832946,-16.880000,-1.790000
154.300020,1.939709,5.022460,-16.310000,-0.980000
154.400044,1.781155,5.145851,-15.850000,-0.310000
154.499981,1.718103,5.284327,-15.370000,-0.390000
154.600008,1.566926,5.480985,-14.880000,-0.280000
154.699985,1.412616,5.617241,-14.000000,-0.170000
154.800014,1.318675,5.695084,-13.170000,-0.110000
154.899996,1.227742,5.808877,-12.320000,-0.280000
154.999991,1.105306,5.874290,-11.530000,-1.010000
155.100035,1.083905,5.943274,-10.880000,-1.510000
155.200026,0.996026,6.004317,-10.190000,-1.510000
155.300011,0.975603,6.039025,-9.520000,-1.720000
155.400008,0.880190,6.070174,-8.350000,-2.190000
155.500011,0.877403,6.121131,-7.450000,-2.860000
155.599979,0.865374,6.121438,-6.910000,-3.870000
155.699982,0.792736,6.099356,-6.410000,-4.380000
155.800009,0.787990,6.106674,-6.160000,-4.600000
155.900005,0.838431,6.120250,-6.620000,-4.310000
156.000021,0.865208,6.112726,-7.020000,-4.230000
156.100041,0.792244,6.146755,-7.460000,-3.410000
156.200030,0.797460,6.156394,-7.690000,-3.000000
156.300128,0.729424,6.164493,-7.440000,-2.570000
156.400005,0.751752,6.204598,-7.190000,-2.730000
156.500035,0.693646,6.235782,-6.540000,-2.850000
156.600015,0.717881,6.226788,-6.180000,-3.130000
156.699982,0.685352,6.221950,-5.800000,-3.410000
156.799979,0.743975,6.204419,-5.660000,-3.800000
156.900007,0.705057,6.180344,-5.260000,-3.900000
157.000030,0.747600,6.135498,-5.060000,-4.100000
157.100012,0.686446,6.030228,-5.040000,-4.110000
157.200015,0.700226,6.037798,-4.850000,-4.100000
157.300019,0.755078,6.040084,-4.870000,-4.260000
157.399977,0.767012,6.000038,-5.360000,-4.510000
157.500020,0.764769,6.016627,-6.160000,-4.030000
157.600009,0.757832,6.041470,-6.260000,-3.970000
157.700004,0.717379,6.020732,-5.990000,-4.140000
157.800011,0.736961,6.001235,-5.890000,-4.150000
157.899997,0.800151,6.016742,-6.040000,-4.310000
157.999997,0.826306,5.991292,-5.750000,-4.570000
158.100018,0.748590,5.983777,-5.610000,-4.520000
158.200038,0.764335,5.977566,-5.790000,-4.090000
158.300021,0.833659,6.060723,-5.790000,-4.320000
158.400012,0.820253,6.021169,-5.580000,-4.310000
158.500007,0.793611,5.977090,-5.590000,-3.920000
158.599997,0.813252,5.964546,-5.810000,-3.950000
158.699984,0.822327,5.984492,-6.120000,-4.040000
158.800028,0.846559,5.975465,-5.700000,-3.650000
158.899985,0.824100,5.959732,-5.550000,-3.500000
159.000011,0.771729,5.929791,-5.460000,-3.730000
159.100006,0.742311,5.932690,-5.440000,-3.550000
159.200043,0.777609,5.971403,-5.280000,-3.830000
159.300037,0.847433,5.963544,-5.430000,-4.360000
159.399976,0.805818,5.959507,-5.750000,-4.930000
159.499992,0.780273,5.915325,-5.930000,-4.700000
159.600016,0.897728,5.926162,-6.250000,-4.290000
159.700013,0.870697,5.891233,-6.280000,-3.780000
159.800012,0.843552,5.928472,-6.130000,-3.080000
159.899992,0.845720,5.956725,-5.970000,-3.010000
159.999982,0.771998,5.909921,-6.030000,-3.400000
160.100003,0.821986,5.909483,-6.050000,-3.550000
160.200027,0.859278,5.902230,-5.320000,-2.850000
160.300043,0.751260,5.826339,-4.080000,-2.010000
160.400042,0.767093,5.842789,-3.910000,-0.520000
160.500017,0.781238,5.793777,-3.940000,0.490000
160.600008,0.663310,5.754675,-3.460000,1.270000
160.700038,0.572362,5.720060,-2.980000,2.050000
160.800003,0.509043,5.656948,-2.500000,2.910000
160.900027,0.411757,5.553238,-1.940000,3.490000
161.000013,0.317453,5.482795,-1.630000,4.270000
161.100012,0.200695,5.339629,-1.140000,5.160000
161.199979,0.083046,5.237288,-0.850000,6.170000
161.300014,-0.025695,5.169262,-0.500000,7.360000
161.400000,-0.218462,4.997421,-0.160000,8.690000
161.500016,-0.394784,4.859184,0.110000,9.850000
161.600008,-0.593397,4.723861,0.580000,10.600000
161.699982,-0.864749,4.524055,0.930000,11.120000
161.800011,-1.010247,4.378869,1.050000,11.800000
161.899978,-1.264136,4.267692,1.140000,12.170000
162.000028,-1.434639,4.070018,1.020000,13.190000
162.100016,-1.748289,3.887130,1.160000,14.190000
162.200031,-1.937144,3.790575,1.260000,15.170000
162.299996,-2.276809,3.526407,1.500000,15.540000
162.400022,-2.486574,3.375780,1.280000,15.570000
162.499980,-2.795438,3.193647,0.540000,15.540000
162.599979,-3.091752,3.066787,-0.110000,15.230000
162.700015,-3.327000,2.938068,-0.170000,14.660000
162.799981,-3.577248,2.791301,0.100000,14.010000
162.899998,-3.795392,2.680552,0.330000,12.840000
162.999990,-3.978406,2.486730,0.600000,11.720000
163.099981,-4.201947,2.434846,0.500000,10.890000
163.200013,-4.285611,2.313321,0.340000,10.530000
163.300024,-4.441330,2.206009,0.210000,10.610000
163.400106,-4.598208,2.052707,0.280000,11.040000
163.500023,-4.745229,2.012787,0.420000,11.560000
163.599990,-4.905568,1.854532,0.450000,11.800000
163.700006,-5.018391,1.699905,0.700000,11.430000
163.800011,-5.166601,1.659944,0.310000,11.180000
163.900028,-5.358439,1.510563,0.290000,10.920000
164.000008,-5.473526,1.376583,0.170000,10.610000
164.100034,-5.528322,1.261608,0.270000,9.930000
164.200008,-5.658295,1.208820,-0.160000,8.590000
164.300044,-5.767408,1.124535,-0.630000,7.240000
164.400016,-5.834242,1.003245,-1.210000,6.000000
164.500004,-5.837577,0.978925,-1.650000,5.250000
164.600037,-5.921024,0.900311,-1.800000,4.710000
164.700045,-5.929986,0.881440,-2.430000,4.220000
164.800009,-5.930830,0.855774,-2.830000,3.530000
164.900005,-5.968356,0.817121,-3.450000,3.060000
165.000058,-5.992246,0.787988,-3.320000,2.780000
165.099995,-5.967171,0.840254,-3.680000,2.970000
165.199979,-5.986233,0.837084,-3.360000,3.150000
165.300019,-6.032143,0.814558,-3.250000,3.810000
165.399975,-5.981936,0.773290,-3.300000,3.850000
165.500056,-6.078276,0.823449,-3.490000,3.620000
165.600004,-6.095608,0.833559,-3.540000,3.290000
165.700010,-6.086465,0.767662,-3.480000,3.020000
165.800014,-6.150704,0.820505,-3.700000,2.790000
165.900005,-6.115453,0.790512,-3.560000,2.560000
166.000006,-6.121254,0.807306,-3.300000,2.360000
166.100018,-6.143075,0.810900,-3.140000,2.250000
166.199978,-6.154922,0.807451,-3.120000,2.060000
166.299991,-6.094496,0.756534,-3.400000,1.560000
166.400035,-6.116856,0.780648,-3.220000,1.010000
166.500010,-6.065998,0.790087,-3.330000,0.890000
166.600003,-6.090326,0.860776,-3.650000,0.520000
166.699981,-6.017630,0.840470,-4.350000,0.900000
166.799979,-6.013065,0.859317,-4.570000,1.420000
166.899980,-6.021615,0.900527,-4.290000,1.240000
166.999989,-6.021158,0.899649,-3.920000,1.350000
167.100009,-5.992049,0.885036,-3.510000,1.250000
167.199992,-6.017272,0.930572,-3.390000,1.380000
167.299998,-5.978225,0.908170,-2.440000,1.230000
167.400013,-5.919623,0.963531,-1.450000,0.440000
167.500037,-5.854093,0.929981,-0.600000,-1.280000
167.599995,-5.825717,0.886930,-0.330000,-2.340000
167.699986,-5.753399,0.855026,-0.350000,-2.480000
167.799971,-5.689337,0.809726,0.260000,-2.310000
167.899974,-5.589568,0.808907,0.870000,-2.820000
168.000017,-5.462129,0.726816,0.870000,-3.600000
168.100007,-5.381059,0.712988,0.410000,-4.460000
168.199988,-5.259883,0.714006,-0.080000,-5.070000
168.300021,-5.133107,0.640842,-0.070000,-5.890000
168.399995,-4.969091,0.653209,0.230000,-6.550000
168.500016,-4.832331,0.623068,0.520000,-7.370000
168.600043,-4.647738,0.655597,0.640000,-7.740000
168.700036,-4.513537,0.593243,0.850000,-8.290000
168.800006,-4.321081,0.553156,1.080000,-8.590000
168.900003,-4.143680,0.592082,1.270000,-9.260000
169.000011,-3.966467,0.551766,1.530000,-9.740000
169.099982,-3.758620,0.565587,2.290000,-10.080000
169.200004,-3.507670,0.487547,3.220000,-10.180000
169.300019,-3.328856,0.511403,3.870000,-10.350000
169.400007,-3.113792,0.427245,3.020000,-10.320000
169.499982,-2.907465,0.424856,2.230000,-10.480000
169.600005,-2.700749,0.416446,1.820000,-10.810000
169.699998,-2.463930,0.364867,2.130000,-11.240000
169.800019,-2.280731,0.353826,2.730000,-11.270000
169.900010,-2.065812,0.329514,3.100000,-10.760000
170.000014,-1.867924,0.304375,3.040000,-10.010000
170.100037,-1.704443,0.315233,2.910000,-9.450000
170.200005,-1.540283,0.277630,2.830000,-9.090000
170.300012,-1.353267,0.227595,2.900000,-9.070000
170.400002,-1.191278,0.194235,2.870000,-9.050000
170.499980,-1.041702,0.179960,2.850000,-8.840000
170.600015,-0.904693,0.158364,2.770000,-8.650000
170.700017,-0.743830,0.108545,2.540000,-8.440000
170.799980,-0.599431,0.099205,2.280000,-8.100000
170.900004,-0.475988,0.074372,2.060000,-7.670000
170.999983,-0.328465,0.019686,1.830000,-7.270000
171.100037,-0.247709,0.018846,1.480000,-6.590000
171.200004,-0.164235,-0.003131,1.230000,-6.190000
171.300000,-0.047869,-0.020391,1.100000,-5.750000
171.400013,0.009522,-0.038868,0.990000,-5.190000
171.499973,0.065049,-0.064658,0.810000,-4.690000
171.599985,0.131780,-0.093504,0.650000,-4.100000
171.699981,0.195357,-0.102039,0.260000,-3.410000
171.800034,0.209605,-0.145378,-0.170000,-2.700000
171.899974,0.216368,-0.120732,-0.630000,-2.240000
171.999988,0.248071,-0.123142,-0.970000,-1.900000
172.100005,0.215469,-0.129754,-1.170000,-1.520000
172.199995,0.242885,-0.136513,-1.320000,-1.450000
172.300020,0.234302,-0.128204,-1.450000,-1.560000
172.400020,0.233643,-0.115149,-1.950000,-1.620000
172.500032,0.222867,-0.117388,-2.440000,-1.550000
172.600012,0.197738,-0.074859,-2.620000,-1.510000
172.700017,0.222190,-0.075927,-2.420000,-1.500000
172.799978,0.221575,-0.065570,-2.120000,-1.320000
172.899999,0.169435,-0.055484,-1.620000,-1.240000
172.999990,0.201256,-0.046226,-1.200000,-1.470000
173.100044,0.191032,-0.046669,-1.170000,-1.530000
173.200014,0.185562,-0.074879,-1.160000,-1.610000
173.300022,0.175821,-0.023511,-1.080000,-1.650000
173.399976,0.169694,-0.052874,-0.730000,-1.640000
173.500021,0.194412,-0.071322,-0.680000,-1.670000
173.600013,0.168068,-0.061719,-0.760000,-1.600000
173.700052,0.201978,-0.086114,-0.960000,-1.540000
173.800011,0.181357,-0.101656,-1.460000,-1.320000
173.900033,0.162984,-0.088464,-1.990000,-1.260000
174.000001,0.177638,-0.071022,-2.330000,-1.160000
174.099999,0.162971,-0.079320,-2.460000,-1.000000
174.200014,0.127209,-0.061198,-2.310000,-0.990000
174.300021,0.147232,-0.027793,-2.190000,-0.900000
174.400006,0.103394,-0.025030,-2.180000,-0.800000
174.500018,0.085642,-0.032628,-2.160000,-0.880000
174.600004,0.069357,0.005110,-2.070000,-1.020000
174.700034,0.074974,-0.025770,-1.950000,-1.150000
174.800038,0.066032,0.007204,-2.090000,-1.170000
174.899996,0.037646,0.026104,-2.120000,-1.030000
175.000031,0.046637,0.009555,-2.040000,-0.990000
175.100004,0.044525,0.001442,-1.960000,-0.870000
175.200009,0.018755,-0.005644,-2.000000,-1.030000
175.300042,0.002609,0.039048,-2.040000,-1.380000
175.400009,0.011934,0.024835,-1.920000,-1.630000
175.500027,0.017241,0.037734,-1.920000,-1.650000
175.599987,-0.005373,0.033773,-1.760000,-1.480000
175.700016,0.022478,0.079912,-1.730000,-1.100000
175.800035,-0.013204,0.043883,-1.730000,-0.840000
175.900031,0.014179,0.057768,-1.810000,-0.920000
175.999996,-0.038635,0.064205,-1.800000,-1.250000
176.100036,0.030966,0.063256,-1.830000,-1.530000
176.200079,-0.014263,0.055254,-1.800000,-1.680000
176.300036,0.010116,0.062003,-1.870000,-1.720000
176.400013,-0.001190,0.084704,-1.930000,-1.500000
176.500030,0.001596,0.073798,-1.950000,-1.290000
176.600010,0.006941,0.079761,-1.970000,-1.040000
176.700008,-0.024679,0.098968,-1.900000,-1.010000
176.799981,-0.025267,0.085102,-1.690000,-1.130000
176.899974,0.015269,0.085106,-1.460000,-1.280000
176.999998,-0.011781,0.062037,-1.400000,-1.430000
177.100022,0.015525,0.084564,-1.430000,-1.520000
177.200003,-0.011164,0.084950,-1.480000,-1.490000
177.299994,0.015380,0.115933,-1.590000,-1.260000
177.400042,0.003220,0.083854,-1.640000,-0.900000
177.500044,0.010721,0.083684,-1.630000,-0.670000
177.599973,-0.037108,0.096659,-1.610000,-0.660000
177.699977,-0.013003,0.077471,-1.560000,-0.620000
177.799979,-0.030262,0.073892,-1.650000,-0.500000
177.899977,-0.066064,0.068633,-1.550000,-0.510000
178.000033,-0.039226,0.069073,-1.450000,-0.480000
178.100033,-0.078620,0.038857,-1.410000,-0.490000
178.200005,-0.079991,0.091122,-1.470000,-0.650000
178.300019,-0.085731,0.049354,-1.360000,-0.900000
178.400004,-0.077611,0.031170,-1.370000,-1.250000
178.499997,-0.102930,0.052722,-1.370000,-1.580000
178.600005,-0.060557,0.040922,-1.460000,-1.740000
178.700012,-0.075948,0.015907,-1.630000,-1.870000
178.799978,-0.057370,0.033661,-1.800000,-2.060000
178.899975,-0.027162,0.047840,-1.860000,-2.330000
179.000011,-0.036589,0.042042,-1.840000,-2.580000
179.100015,0.000043,0.054221,-1.680000,-2.420000
179.200019,0.001361,0.097255,-1.780000,-2.030000
179.299981,0.015483,0.078317,-1.950000,-1.590000
179.400009,-0.001881,0.102230,-2.020000,-1.330000
179.500007,-0.003168,0.109573,-1.770000,-1.160000
179.600029,-0.000291,0.119369,-1.470000,-0.690000
179.699990,-0.028007,0.091830,-1.330000,-0.520000
179.800010,-0.023868,0.089653,-1.070000,-0.630000
179.899988,-0.018953,0.077182,-0.810000,-0.910000
180.000038,-0.048218,0.031034,-0.760000,-1.010000
180.100006,-0.047882,0.047475,-0.980000,-1.190000
180.200005,-0.041562,0.048168,-1.020000,-1.380000
180.300015,-0.037338,0.024266,-1.020000,-1.650000
180.400008,-0.054674,-0.007588,-0.880000,-2.070000
180.500005,-0.026184,-0.015288,-1.150000,-2.340000
180.599999,0.013086,-0.016963,-1.340000,-2.370000
180.700017,0.034870,-0.037313,-1.690000,-2.300000
180.800006,0.012255,-0.011961,-1.900000,-2.350000
180.900040,0.036447,-0.031622,-2.210000,-2.330000
181.000033,0.064503,0.018064,-2.520000,-2.030000
181.099981,0.064755,0.007019,-2.610000,-1.750000
181.200023,0.042510,0.036770,-2.480000,-1.610000
181.300007,0.063038,0.051687,-2.290000,-1.590000
181.400024,0.047515,0.040159,-2.320000,-1.410000
181.500067,0.039977,0.087628,-2.310000,-1.170000
181.599983,0.037542,0.068347,-2.130000,-0.960000
181.700015,0.047611,0.090889,-2.030000,-0.990000
181.800009,0.023478,0.066524,-2.030000,-1.020000
181.900002,0.012851,0.085038,-2.160000,-1.150000
182.000033,0.015947,0.070385,-2.090000,-1.120000
182.100040,0.025044,0.059055,-1.930000,-0.960000
182.200007,-0.016247,0.082222,-1.840000,-0.830000
182.300012,0.001687,0.053123,-1.820000,-0.840000
182.400003,-0.008765,0.081423,-1.960000,-0.680000
182.500043,-0.021634,0.057548,-2.070000,-0.690000
182.600049,-0.052541,0.091138,-2.030000,-0.690000
182.700048,-0.055470,0.065409,-1.730000,-0.730000
182.800009,-0.060642,0.036048,-1.470000,-0.910000
182.900002,-0.074583,0.060578,-1.310000,-1.240000
183.000000,-0.057803,0.043715,-1.100000,-1.890000
183.099982,-0.038460,0.045845,-1.170000,-2.180000
183.199979,-0.042826,0.039762,-1.330000,-2.030000
183.300012,-0.020082,0.022022,-1.470000,-1.770000
183.400001,-0.010578,0.029827,-1.490000,-1.540000
183.500030,-0.001684,-0.014511,-1.480000,-1.460000
183.600002,0.005686,-0.008869,-1.570000,-1.310000
183.700023,-0.007202,-0.013259,-1.710000,-1.220000
183.800010,0.015612,0.010046,-1.850000,-1.170000
183.899998,-0.039410,-0.027021,-1.900000,-1.170000
